parent	child	posPC	genderPC	aspectPC	same_start	1gram_Parent_start	2gram_Parent_start	3gram_Parent_start	4gram_Parent_start	5gram_Parent_start	6gram_Parent_start	1gram_Child_start	2gram_Child_start	3gram_Child_start	4gram_Child_start	5gram_Child_start	6gram_Child_start	6gram_Parent_end	5gram_Parent_end	4gram_Parent_end	3gram_Parent_end	2gram_Parent_end	1gram_Parent_end	6gram_Child_end	5gram_Child_end	4gram_Child_end	3gram_Child_end	2gram_Child_end	1gram_Child_end	label
zahlenit	zahleňovat	VV	--	PI	1	z	za	zah	zahl	zahle	zahlen	z	za	zah	zahl	zahle	zahleň	hlenit	lenit	enit	nit	it	t	eňovat	ňovat	ovat	vat	at	t	ned.
zahlížet	zahlížívat	VV	--	I-	1	z	za	zah	zahl	zahlí	zahlíž	z	za	zah	zahl	zahlí	zahlíž	hlížet	lížet	ížet	žet	et	t	ížívat	žívat	ívat	vat	at	t	nás.
zahlodat	zahlodávat	VV	--	P-	1	z	za	zah	zahl	zahlo	zahlod	z	za	zah	zahl	zahlo	zahlod	hlodat	lodat	odat	dat	at	t	odávat	dávat	ávat	vat	at	t	ned.
zahloubat	zahloubávat	VV	--	PI	1	z	za	zah	zahl	zahlo	zahlou	z	za	zah	zahl	zahlo	zahlou	loubat	oubat	ubat	bat	at	t	ubávat	bávat	ávat	vat	at	t	ned.
zahloubit	zahlubovat	VV	--	PI	1	z	za	zah	zahl	zahlo	zahlou	z	za	zah	zahl	zahlu	zahlub	loubit	oubit	ubit	bit	it	t	ubovat	bovat	ovat	vat	at	t	ned.
zahltit	zahlcovat	VV	--	PI	1	z	za	zah	zahl	zahlt	zahlti	z	za	zah	zahl	zahlc	zahlco	ahltit	hltit	ltit	tit	it	t	lcovat	covat	ovat	vat	at	t	ned.
zahlušit	zahlušovat	VV	--	PP	1	z	za	zah	zahl	zahlu	zahluš	z	za	zah	zahl	zahlu	zahluš	hlušit	lušit	ušit	šit	it	t	ušovat	šovat	ovat	vat	at	t	ned.
zahnízdit	zahnizďovat	VV	--	PI	1	z	za	zah	zahn	zahní	zahníz	z	za	zah	zahn	zahni	zahniz	nízdit	ízdit	zdit	dit	it	t	zďovat	ďovat	ovat	vat	at	t	ned.
záhonek	záhoneček	NN	II	--	1	z	zá	záh	záho	záhon	záhone	z	zá	záh	záho	záhon	záhone	áhonek	honek	onek	nek	ek	k	oneček	neček	eček	ček	ek	k	zdrob.
záhon	záhonek	NN	II	--	1	z	zá	záh	záho	záhon	-	z	zá	záh	záho	záhon	záhone	-	záhon	áhon	hon	on	n	áhonek	honek	onek	nek	ek	k	zdrob.
záhon	záhůnek	NN	II	--	1	z	zá	záh	záho	záhon	-	z	zá	záh	záhů	záhůn	záhůne	-	záhon	áhon	hon	on	n	áhůnek	hůnek	ůnek	nek	ek	k	zdrob.
záhoračka	záhoraččin	NA	F-	--	1	z	zá	záh	záho	záhor	záhora	z	zá	záh	záho	záhor	záhora	oračka	račka	ačka	čka	ka	a	raččin	aččin	ččin	čin	in	n	poses.
Záhoračka	Záhoraččin	NA	F-	--	1	Z	Zá	Záh	Záho	Záhor	Záhora	Z	Zá	Záh	Záho	Záhor	Záhora	oračka	račka	ačka	čka	ka	a	raččin	aččin	ččin	čin	in	n	poses.
záhorák	záhoračka	NN	MF	--	1	z	zá	záh	záho	záhor	záhorá	z	zá	záh	záho	záhor	záhora	áhorák	horák	orák	rák	ák	k	oračka	račka	ačka	čka	ka	a	přech.
Záhorák	Záhoračka	NN	MF	--	1	Z	Zá	Záh	Záho	Záhor	Záhorá	Z	Zá	Záh	Záho	Záhor	Záhora	áhorák	horák	orák	rák	ák	k	oračka	račka	ačka	čka	ka	a	přech.
zahořan	zahořanka	NN	MF	--	1	z	za	zah	zaho	zahoř	zahořa	z	za	zah	zaho	zahoř	zahořa	ahořan	hořan	ořan	řan	an	n	ořanka	řanka	anka	nka	ka	a	přech.
zahořet	zahořívat	VV	--	P-	1	z	za	zah	zaho	zahoř	zahoře	z	za	zah	zaho	zahoř	zahoří	ahořet	hořet	ořet	řet	et	t	ořívat	řívat	ívat	vat	at	t	ned.
zahořklý	zahořklost	AN	IF	--	1	z	za	zah	zaho	zahoř	zahořk	z	za	zah	zaho	zahoř	zahořk	hořklý	ořklý	řklý	klý	lý	ý	řklost	klost	lost	ost	st	t	podst.
zahospodařit	zahospodařovat	VV	--	P-	1	z	za	zah	zaho	zahos	zahosp	z	za	zah	zaho	zahos	zahosp	odařit	dařit	ařit	řit	it	t	ařovat	řovat	ovat	vat	at	t	ned.
zahrabat	zahrabávat	VV	--	PI	1	z	za	zah	zahr	zahra	zahrab	z	za	zah	zahr	zahra	zahrab	hrabat	rabat	abat	bat	at	t	abávat	bávat	ávat	vat	at	t	ned.
zahrabat	zahrabovat	VV	--	P-	1	z	za	zah	zahr	zahra	zahrab	z	za	zah	zahr	zahra	zahrab	hrabat	rabat	abat	bat	at	t	abovat	bovat	ovat	vat	at	t	ned.
zahrada	zahrádka	NN	FF	--	1	z	za	zah	zahr	zahra	zahrad	z	za	zah	zahr	zahrá	zahrád	ahrada	hrada	rada	ada	da	a	hrádka	rádka	ádka	dka	ka	a	zdrob.
zahrádkář	zahrádkářka	NN	MF	--	1	z	za	zah	zahr	zahrá	zahrád	z	za	zah	zahr	zahrá	zahrád	rádkář	ádkář	dkář	kář	ář	ř	dkářka	kářka	ářka	řka	ka	a	přech.
zahradnice	zahradničin	NA	F-	--	1	z	za	zah	zahr	zahra	zahrad	z	za	zah	zahr	zahra	zahrad	adnice	dnice	nice	ice	ce	e	dničin	ničin	ičin	čin	in	n	poses.
zahradník	zahradníček	NN	MI	--	1	z	za	zah	zahr	zahra	zahrad	z	za	zah	zahr	zahra	zahrad	radník	adník	dník	ník	ík	k	dníček	níček	íček	ček	ek	k	zdrob.
zahradník	zahradnička	NN	MF	--	1	z	za	zah	zahr	zahra	zahrad	z	za	zah	zahr	zahra	zahrad	radník	adník	dník	ník	ík	k	dnička	nička	ička	čka	ka	a	přech.
zahřát	zahřívat	VV	--	PI	1	z	za	zah	zahř	zahřá	zahřát	z	za	zah	zahř	zahří	zahřív	zahřát	ahřát	hřát	řát	át	t	hřívat	řívat	ívat	vat	at	t	ned.
zahřížit	zahřižovat	VV	--	--	1	z	za	zah	zahř	zahří	zahříž	z	za	zah	zahř	zahři	zahřiž	hřížit	řížit	ížit	žit	it	t	ižovat	žovat	ovat	vat	at	t	ned.
zahrnout	zahrnovat	VV	--	PI	1	z	za	zah	zahr	zahrn	zahrno	z	za	zah	zahr	zahrn	zahrno	hrnout	rnout	nout	out	ut	t	rnovat	novat	ovat	vat	at	t	ned.
zahrotit	zahrocovat	VV	--	P-	1	z	za	zah	zahr	zahro	zahrot	z	za	zah	zahr	zahro	zahroc	hrotit	rotit	otit	tit	it	t	ocovat	covat	ovat	vat	at	t	ned.
zahrozit	zahrožovat	VV	--	P-	1	z	za	zah	zahr	zahro	zahroz	z	za	zah	zahr	zahro	zahrož	hrozit	rozit	ozit	zit	it	t	ožovat	žovat	ovat	vat	at	t	ned.
zahryzlý	zahryzlost	AN	IF	--	1	z	za	zah	zahr	zahry	zahryz	z	za	zah	zahr	zahry	zahryz	hryzlý	ryzlý	yzlý	zlý	lý	ý	yzlost	zlost	lost	ost	st	t	podst.
zahučet	zahučívat	VV	--	P-	1	z	za	zah	zahu	zahuč	zahuče	z	za	zah	zahu	zahuč	zahučí	ahučet	hučet	učet	čet	et	t	učívat	čívat	ívat	vat	at	t	ned.
zahučet	zahučovat	VV	--	P-	1	z	za	zah	zahu	zahuč	zahuče	z	za	zah	zahu	zahuč	zahučo	ahučet	hučet	učet	čet	et	t	učovat	čovat	ovat	vat	at	t	ned.
zahýbat	zahýbávat	VV	--	B-	1	z	za	zah	zahý	zahýb	zahýba	z	za	zah	zahý	zahýb	zahýbá	ahýbat	hýbat	ýbat	bat	at	t	ýbávat	bávat	ávat	vat	at	t	nás.
záhyb	záhybek	NN	FI	--	1	z	zá	záh	záhy	záhyb	-	z	zá	záh	záhy	záhyb	záhybe	-	záhyb	áhyb	hyb	yb	b	áhybek	hybek	ybek	bek	ek	k	zdrob.
zajatec	zajateček	NN	MM	--	1	z	za	zaj	zaja	zajat	zajate	z	za	zaj	zaja	zajat	zajate	ajatec	jatec	atec	tec	ec	c	ateček	teček	eček	ček	ek	k	zdrob.
zajatec	zajatkyně	NN	MF	--	1	z	za	zaj	zaja	zajat	zajate	z	za	zaj	zaja	zajat	zajatk	ajatec	jatec	atec	tec	ec	c	atkyně	tkyně	kyně	yně	ně	ě	přech.
zajatý	zajatost	AN	IF	--	1	z	za	zaj	zaja	zajat	zajatý	z	za	zaj	zaja	zajat	zajato	zajatý	ajatý	jatý	atý	tý	ý	jatost	atost	tost	ost	st	t	podst.
zaječice	zaječička	NN	FF	--	1	z	za	zaj	zaje	zaječ	zaječi	z	za	zaj	zaje	zaječ	zaječi	ječice	ečice	čice	ice	ce	e	ečička	čička	ička	čka	ka	a	zdrob.
zajektat	zajektávat	VV	--	P-	1	z	za	zaj	zaje	zajek	zajekt	z	za	zaj	zaje	zajek	zajekt	jektat	ektat	ktat	tat	at	t	ktávat	távat	ávat	vat	at	t	ned.
zájem	zájmeček	NN	II	--	1	z	zá	záj	záje	zájem	-	z	zá	záj	zájm	zájme	zájmeč	-	zájem	ájem	jem	em	m	jmeček	meček	eček	ček	ek	k	zdrob.
zájem	zájmiček	NN	II	--	1	z	zá	záj	záje	zájem	-	z	zá	záj	zájm	zájmi	zájmič	-	zájem	ájem	jem	em	m	jmiček	miček	iček	ček	ek	k	zdrob.
zájem	zájmíček	NN	II	--	1	z	zá	záj	záje	zájem	-	z	zá	záj	zájm	zájmí	zájmíč	-	zájem	ájem	jem	em	m	jmíček	míček	íček	ček	ek	k	zdrob.
zajet	zajíždět	VV	--	PI	1	z	za	zaj	zaje	zajet	-	z	za	zaj	zají	zajíž	zajížd	-	zajet	ajet	jet	et	t	jíždět	íždět	ždět	dět	ět	t	ned.
zajíče	zaječátko	NN	NN	--	1	z	za	zaj	zají	zajíč	zajíče	z	za	zaj	zaje	zaječ	zaječá	zajíče	ajíče	jíče	íče	če	e	ečátko	čátko	átko	tko	ko	o	zdrob.
zajíc	zajíček	NN	MM	--	1	z	za	zaj	zají	zajíc	-	z	za	zaj	zají	zajíč	zajíče	-	zajíc	ajíc	jíc	íc	c	ajíček	jíček	íček	ček	ek	k	zdrob.
zajímat	zajímávat	VV	--	II	1	z	za	zaj	zají	zajím	zajíma	z	za	zaj	zají	zajím	zajímá	ajímat	jímat	ímat	mat	at	t	ímávat	mávat	ávat	vat	at	t	nás.
zajínit	zajíňovat	VV	--	--	1	z	za	zaj	zají	zajín	zajíni	z	za	zaj	zají	zajíň	zajíňo	ajínit	jínit	ínit	nit	it	t	íňovat	ňovat	ovat	vat	at	t	ned.
zajištěný	zajištěnost	AN	IF	--	1	z	za	zaj	zaji	zajiš	zajišt	z	za	zaj	zaji	zajiš	zajišt	ištěný	štěný	těný	ěný	ný	ý	těnost	ěnost	nost	ost	st	t	podst.
zajistit	zajišťovat	VV	--	PI	1	z	za	zaj	zaji	zajis	zajist	z	za	zaj	zaji	zajiš	zajišť	jistit	istit	stit	tit	it	t	šťovat	ťovat	ovat	vat	at	t	ned.
zajišťovatel	zajišťovatelka	NN	MF	--	1	z	za	zaj	zaji	zajiš	zajišť	z	za	zaj	zaji	zajiš	zajišť	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
zajíst	zajídat	VV	--	PI	1	z	za	zaj	zají	zajís	zajíst	z	za	zaj	zají	zajíd	zajída	zajíst	ajíst	jíst	íst	st	t	ajídat	jídat	ídat	dat	at	t	ned.
zajít	zacházet	VV	--	PI	1	z	za	zaj	zají	zajít	-	z	za	zac	zach	zachá	zacház	-	zajít	ajít	jít	ít	t	cházet	házet	ázet	zet	et	t	ned.
zajíždět	zajíždívat	VV	--	I-	1	z	za	zaj	zají	zajíž	zajížd	z	za	zaj	zají	zajíž	zajížd	jíždět	íždět	ždět	dět	ět	t	ždívat	dívat	ívat	vat	at	t	nás.
zajizvit	zajizvovat	VV	--	P-	1	z	za	zaj	zaji	zajiz	zajizv	z	za	zaj	zaji	zajiz	zajizv	jizvit	izvit	zvit	vit	it	t	zvovat	vovat	ovat	vat	at	t	ned.
zajmout	zajímat	VV	--	PI	1	z	za	zaj	zajm	zajmo	zajmou	z	za	zaj	zají	zajím	zajíma	ajmout	jmout	mout	out	ut	t	ajímat	jímat	ímat	mat	at	t	ned.
zakalit	zakalovat	VV	--	PI	1	z	za	zak	zaka	zakal	zakali	z	za	zak	zaka	zakal	zakalo	akalit	kalit	alit	lit	it	t	alovat	lovat	ovat	vat	at	t	ned.
zákal	zákalek	NN	II	--	1	z	zá	zák	záka	zákal	-	z	zá	zák	záka	zákal	zákale	-	zákal	ákal	kal	al	l	ákalek	kalek	alek	lek	ek	k	zdrob.
zákampí	zákampíčko	NN	NN	--	1	z	zá	zák	záka	zákam	zákamp	z	zá	zák	záka	zákam	zákamp	ákampí	kampí	ampí	mpí	pí	í	mpíčko	píčko	íčko	čko	ko	o	zdrob.
zakázat	zakazovat	VV	--	PI	1	z	za	zak	zaká	zakáz	zakáza	z	za	zak	zaka	zakaz	zakazo	akázat	kázat	ázat	zat	at	t	azovat	zovat	ovat	vat	at	t	ned.
zákazník	zákazníček	NN	MM	--	1	z	zá	zák	záka	zákaz	zákazn	z	zá	zák	záka	zákaz	zákazn	kazník	azník	zník	ník	ík	k	zníček	níček	íček	ček	ek	k	zdrob.
zákeřník	zákeřníček	NN	MM	--	1	z	zá	zák	záke	zákeř	zákeřn	z	zá	zák	záke	zákeř	zákeřn	keřník	eřník	řník	ník	ík	k	řníček	níček	íček	ček	ek	k	zdrob.
žaketář	žaketářka	NN	MF	--	1	ž	ža	žak	žake	žaket	žaketá	ž	ža	žak	žake	žaket	žaketá	aketář	ketář	etář	tář	ář	ř	etářka	tářka	ářka	řka	ka	a	přech.
žaket	žakýtek	NN	II	--	1	ž	ža	žak	žake	žaket	-	ž	ža	žak	žaký	žakýt	žakýte	-	žaket	aket	ket	et	t	akýtek	kýtek	ýtek	tek	ek	k	zdrob.
zakladatel	zakladatelka	NN	MF	--	1	z	za	zak	zakl	zakla	zaklad	z	za	zak	zakl	zakla	zaklad	adatel	datel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
základna	základnička	NN	FF	--	1	z	zá	zák	zákl	zákla	základ	z	zá	zák	zákl	zákla	základ	kladna	ladna	adna	dna	na	a	dnička	nička	ička	čka	ka	a	zdrob.
zaklepávač	zaklepávačka	NN	MF	--	1	z	za	zak	zakl	zakle	zaklep	z	za	zak	zakl	zakle	zaklep	epávač	pávač	ávač	vač	ač	č	ávačka	vačka	ačka	čka	ka	a	přech.
zaklestit	zaklešťovat	VV	--	--	1	z	za	zak	zakl	zakle	zakles	z	za	zak	zakl	zakle	zakleš	lestit	estit	stit	tit	it	t	šťovat	ťovat	ovat	vat	at	t	ned.
zakletec	zakletkyně	NN	MF	--	1	z	za	zak	zakl	zakle	zaklet	z	za	zak	zakl	zakle	zaklet	kletec	letec	etec	tec	ec	c	etkyně	tkyně	kyně	yně	ně	ě	přech.
zaklínat	zaklínávat	VV	--	I-	1	z	za	zak	zakl	zaklí	zaklín	z	za	zak	zakl	zaklí	zaklín	klínat	línat	ínat	nat	at	t	ínávat	návat	ávat	vat	at	t	nás.
zaklít	zaklínat	VV	--	PI	1	z	za	zak	zakl	zaklí	zaklít	z	za	zak	zakl	zaklí	zaklín	zaklít	aklít	klít	lít	ít	t	klínat	línat	ínat	nat	at	t	ned.
zaklokotat	zaklokotávat	VV	--	P-	1	z	za	zak	zakl	zaklo	zaklok	z	za	zak	zakl	zaklo	zaklok	okotat	kotat	otat	tat	at	t	otávat	távat	ávat	vat	at	t	ned.
zaklopit	zaklápět	VV	--	PI	1	z	za	zak	zakl	zaklo	zaklop	z	za	zak	zakl	zaklá	zakláp	klopit	lopit	opit	pit	it	t	klápět	lápět	ápět	pět	ět	t	ned.
záklopka	záklopečka	NN	FF	--	1	z	zá	zák	zákl	záklo	záklop	z	zá	zák	zákl	záklo	záklop	klopka	lopka	opka	pka	ka	a	opečka	pečka	ečka	čka	ka	a	zdrob.
žák	žáček	NN	MM	--	1	ž	žá	žák	-	-	-	ž	žá	žáč	žáče	žáček	-	-	-	-	žák	ák	k	-	žáček	áček	ček	ek	k	zdrob.
zakoktat	zakoktávat	VV	--	PI	1	z	za	zak	zako	zakok	zakokt	z	za	zak	zako	zakok	zakokt	koktat	oktat	ktat	tat	at	t	ktávat	távat	ávat	vat	at	t	ned.
zákolník	zákolníček	NN	II	--	1	z	zá	zák	záko	zákol	zákoln	z	zá	zák	záko	zákol	zákoln	kolník	olník	lník	ník	ík	k	lníček	níček	íček	ček	ek	k	zdrob.
zakončit	zakončovat	VV	--	PI	1	z	za	zak	zako	zakon	zakonč	z	za	zak	zako	zakon	zakonč	končit	ončit	nčit	čit	it	t	nčovat	čovat	ovat	vat	at	t	ned.
zákoník	zákoníček	NN	MM	--	1	z	zá	zák	záko	zákon	zákoní	z	zá	zák	záko	zákon	zákoní	ákoník	koník	oník	ník	ík	k	oníček	níček	íček	ček	ek	k	zdrob.
zákon	zákonek	NN	II	--	1	z	zá	zák	záko	zákon	-	z	zá	zák	záko	zákon	zákone	-	zákon	ákon	kon	on	n	ákonek	konek	onek	nek	ek	k	zdrob.
Zakopal	Zakopalův	NA	M-	--	1	Z	Za	Zak	Zako	Zakop	Zakopa	Z	Za	Zak	Zako	Zakop	Zakopa	akopal	kopal	opal	pal	al	l	opalův	palův	alův	lův	ův	v	poses.
zakopat	zakopávat	VV	--	PI	1	z	za	zak	zako	zakop	zakopa	z	za	zak	zako	zakop	zakopá	akopat	kopat	opat	pat	at	t	opávat	pávat	ávat	vat	at	t	ned.
zákopnice	zákopničin	NA	F-	--	1	z	zá	zák	záko	zákop	zákopn	z	zá	zák	záko	zákop	zákopn	opnice	pnice	nice	ice	ce	e	pničin	ničin	ičin	čin	in	n	poses.
zakořenit	zakořeňovat	VV	--	PI	1	z	za	zak	zako	zakoř	zakoře	z	za	zak	zako	zakoř	zakoře	ořenit	řenit	enit	nit	it	t	eňovat	ňovat	ovat	vat	at	t	ned.
zakotvit	zakotvovat	VV	--	PI	1	z	za	zak	zako	zakot	zakotv	z	za	zak	zako	zakot	zakotv	kotvit	otvit	tvit	vit	it	t	tvovat	vovat	ovat	vat	at	t	ned.
zakousat	zakousávat	VV	--	PI	1	z	za	zak	zako	zakou	zakous	z	za	zak	zako	zakou	zakous	kousat	ousat	usat	sat	at	t	usávat	sávat	ávat	vat	at	t	ned.
zakoušet	zakoušívat	VV	--	I-	1	z	za	zak	zako	zakou	zakouš	z	za	zak	zako	zakou	zakouš	koušet	oušet	ušet	šet	et	t	ušívat	šívat	ívat	vat	at	t	nás.
zákoutí	zákoutíčko	NN	NN	--	1	z	zá	zák	záko	zákou	zákout	z	zá	zák	záko	zákou	zákout	ákoutí	koutí	outí	utí	tí	í	utíčko	tíčko	íčko	čko	ko	o	zdrob.
zakrást	zakrádat	VV	--	-I	1	z	za	zak	zakr	zakrá	zakrás	z	za	zak	zakr	zakrá	zakrád	akrást	krást	rást	ást	st	t	krádat	rádat	ádat	dat	at	t	ned.
zakreslit	zakreslovat	VV	--	PI	1	z	za	zak	zakr	zakre	zakres	z	za	zak	zakr	zakre	zakres	reslit	eslit	slit	lit	it	t	slovat	lovat	ovat	vat	at	t	ned.
zakřiknout	zakřikovat	VV	--	PI	1	z	za	zak	zakř	zakři	zakřik	z	za	zak	zakř	zakři	zakřik	iknout	knout	nout	out	ut	t	ikovat	kovat	ovat	vat	at	t	ned.
zakřivit	zakřivovat	VV	--	PI	1	z	za	zak	zakř	zakři	zakřiv	z	za	zak	zakř	zakři	zakřiv	křivit	řivit	ivit	vit	it	t	ivovat	vovat	ovat	vat	at	t	ned.
zakrnělý	zakrnělost	AN	IF	--	1	z	za	zak	zakr	zakrn	zakrně	z	za	zak	zakr	zakrn	zakrně	krnělý	rnělý	nělý	ělý	lý	ý	nělost	ělost	lost	ost	st	t	podst.
zakrnět	zakrňovat	VV	--	PI	1	z	za	zak	zakr	zakrn	zakrně	z	za	zak	zakr	zakrň	zakrňo	akrnět	krnět	rnět	nět	ět	t	rňovat	ňovat	ovat	vat	at	t	ned.
zakročit	zakročovat	VV	--	PI	1	z	za	zak	zakr	zakro	zakroč	z	za	zak	zakr	zakro	zakroč	kročit	ročit	očit	čit	it	t	očovat	čovat	ovat	vat	at	t	ned.
zakrojit	zakrajovat	VV	--	PI	1	z	za	zak	zakr	zakro	zakroj	z	za	zak	zakr	zakra	zakraj	krojit	rojit	ojit	jit	it	t	ajovat	jovat	ovat	vat	at	t	ned.
zakrojit	zakrojovat	VV	--	P-	1	z	za	zak	zakr	zakro	zakroj	z	za	zak	zakr	zakro	zakroj	krojit	rojit	ojit	jit	it	t	ojovat	jovat	ovat	vat	at	t	ned.
zakroutit	zakrucovat	VV	--	P-	1	z	za	zak	zakr	zakro	zakrou	z	za	zak	zakr	zakru	zakruc	routit	outit	utit	tit	it	t	ucovat	covat	ovat	vat	at	t	ned.
zakrýt	zakrývat	VV	--	PI	1	z	za	zak	zakr	zakrý	zakrýt	z	za	zak	zakr	zakrý	zakrýv	zakrýt	akrýt	krýt	rýt	ýt	t	krývat	rývat	ývat	vat	at	t	ned.
zakuklit	zakuklovat	VV	--	PI	1	z	za	zak	zaku	zakuk	zakukl	z	za	zak	zaku	zakuk	zakukl	kuklit	uklit	klit	lit	it	t	klovat	lovat	ovat	vat	at	t	ned.
zakulacený	zakulacenost	AN	IF	--	1	z	za	zak	zaku	zakul	zakula	z	za	zak	zaku	zakul	zakula	lacený	acený	cený	ený	ný	ý	cenost	enost	nost	ost	st	t	podst.
zakulatit	zakulacovat	VV	--	PI	1	z	za	zak	zaku	zakul	zakula	z	za	zak	zaku	zakul	zakula	ulatit	latit	atit	tit	it	t	acovat	covat	ovat	vat	at	t	ned.
zakupovat	zakupovávat	VV	--	I-	1	z	za	zak	zaku	zakup	zakupo	z	za	zak	zaku	zakup	zakupo	upovat	povat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
zákusek	zákuseček	NN	II	--	1	z	zá	zák	záku	zákus	zákuse	z	zá	zák	záku	zákus	zákuse	ákusek	kusek	usek	sek	ek	k	useček	seček	eček	ček	ek	k	zdrob.
zákusek	zákuska	NN	IF	--	1	z	zá	zák	záku	zákus	zákuse	z	zá	zák	záku	zákus	zákusk	ákusek	kusek	usek	sek	ek	k	ákuska	kuska	uska	ska	ka	a	přech.
zakvasit	zakvašovat	VV	--	P-	1	z	za	zak	zakv	zakva	zakvas	z	za	zak	zakv	zakva	zakvaš	kvasit	vasit	asit	sit	it	t	ašovat	šovat	ovat	vat	at	t	ned.
zakysalý	zakysalost	AN	IF	--	1	z	za	zak	zaky	zakys	zakysa	z	za	zak	zaky	zakys	zakysa	kysalý	ysalý	salý	alý	lý	ý	salost	alost	lost	ost	st	t	podst.
zakyselit	zakyselovat	VV	--	P-	1	z	za	zak	zaky	zakys	zakyse	z	za	zak	zaky	zakys	zakyse	yselit	selit	elit	lit	it	t	elovat	lovat	ovat	vat	at	t	ned.
zakyslý	zakyslost	AN	IF	--	1	z	za	zak	zaky	zakys	zakysl	z	za	zak	zaky	zakys	zakysl	akyslý	kyslý	yslý	slý	lý	ý	yslost	slost	lost	ost	st	t	podst.
zalakovat	zalakovávat	VV	--	P-	1	z	za	zal	zala	zalak	zalako	z	za	zal	zala	zalak	zalako	akovat	kovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
žalářník	žalářníček	NN	MM	--	1	ž	ža	žal	žalá	žalář	žalářn	ž	ža	žal	žalá	žalář	žalářn	lářník	ářník	řník	ník	ík	k	řníček	níček	íček	ček	ek	k	zdrob.
zalemovat	zalemovávat	VV	--	--	1	z	za	zal	zale	zalem	zalemo	z	za	zal	zale	zalem	zalemo	emovat	movat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
zalepit	zalepovat	VV	--	PI	1	z	za	zal	zale	zalep	zalepi	z	za	zal	zale	zalep	zalepo	alepit	lepit	epit	pit	it	t	epovat	povat	ovat	vat	at	t	ned.
zaleptat	zaleptávat	VV	--	P-	1	z	za	zal	zale	zalep	zalept	z	za	zal	zale	zalep	zalept	leptat	eptat	ptat	tat	at	t	ptávat	távat	ávat	vat	at	t	ned.
zalesačka	zalesaččin	NA	F-	--	1	z	za	zal	zale	zales	zalesa	z	za	zal	zale	zales	zalesa	esačka	sačka	ačka	čka	ka	a	saččin	aččin	ččin	čin	in	n	poses.
zalesák	zalesačka	NN	MF	--	1	z	za	zal	zale	zales	zalesá	z	za	zal	zale	zales	zalesa	alesák	lesák	esák	sák	ák	k	esačka	sačka	ačka	čka	ka	a	přech.
zalesnit	zalesňovat	VV	--	PI	1	z	za	zal	zale	zales	zalesn	z	za	zal	zale	zales	zalesň	lesnit	esnit	snit	nit	it	t	sňovat	ňovat	ovat	vat	at	t	ned.
zalétat	zalétávat	VV	--	BI	1	z	za	zal	zalé	zalét	zaléta	z	za	zal	zalé	zalét	zalétá	alétat	létat	état	tat	at	t	étávat	távat	ávat	vat	at	t	nás.
zálet	záletek	NN	II	--	1	z	zá	zál	zále	zálet	-	z	zá	zál	zále	zálet	zálete	-	zálet	álet	let	et	t	áletek	letek	etek	tek	ek	k	zdrob.
zalévat	zalévávat	VV	--	I-	1	z	za	zal	zalé	zalév	zaléva	z	za	zal	zalé	zalév	zalévá	alévat	lévat	évat	vat	at	t	évávat	vávat	ávat	vat	at	t	nás.
zalézat	zalézávat	VV	--	I-	1	z	za	zal	zalé	zaléz	zaléza	z	za	zal	zalé	zaléz	zalézá	alézat	lézat	ézat	zat	at	t	ézávat	závat	ávat	vat	at	t	nás.
záležet	záležívat	VV	--	I-	1	z	zá	zál	zále	zálež	záleže	z	zá	zál	zále	zálež	záleží	áležet	ležet	ežet	žet	et	t	ežívat	žívat	ívat	vat	at	t	nás.
záležitost	záležitostka	NN	FF	--	1	z	zá	zál	zále	zálež	záleži	z	zá	zál	zále	zálež	záleži	žitost	itost	tost	ost	st	t	tostka	ostka	stka	tka	ka	a	zdrob.
záležitost	záležitůstka	NN	FF	--	1	z	zá	zál	zále	zálež	záleži	z	zá	zál	zále	zálež	záleži	žitost	itost	tost	ost	st	t	tůstka	ůstka	stka	tka	ka	a	zdrob.
záliba	zálibička	NN	FF	--	1	z	zá	zál	záli	zálib	záliba	z	zá	zál	záli	zálib	zálibi	záliba	áliba	liba	iba	ba	a	ibička	bička	ička	čka	ka	a	zdrob.
záliba	zálibůstka	NN	FF	--	1	z	zá	zál	záli	zálib	záliba	z	zá	zál	záli	zálib	zálibů	záliba	áliba	liba	iba	ba	a	bůstka	ůstka	stka	tka	ka	a	zdrob.
zalíbit	zalibovat	VV	--	P-	1	z	za	zal	zalí	zalíb	zalíbi	z	za	zal	zali	zalib	zalibo	alíbit	líbit	íbit	bit	it	t	ibovat	bovat	ovat	vat	at	t	ned.
zalidnit	zalidňovat	VV	--	PI	1	z	za	zal	zali	zalid	zalidn	z	za	zal	zali	zalid	zalidň	lidnit	idnit	dnit	nit	it	t	dňovat	ňovat	ovat	vat	at	t	ned.
zalít	zalévat	VV	--	PI	1	z	za	zal	zalí	zalít	-	z	za	zal	zalé	zalév	zaléva	-	zalít	alít	lít	ít	t	alévat	lévat	évat	vat	at	t	ned.
