parent	child	pos_P	pos_C	gender_P	gender_C	aspect_P	aspect_C	poses_P	poses_C	same_start	same_end	one_gram_P_start	two_gram_P_start	three_gram_P_start	four_gram_P_start	five_gram_P_start	six_gram_P_start	one_gram_C_start	two_gram_C_start	three_gram_C_start	four_gram_C_start	five_gram_C_start	six_gram_C_start	six_gram_P_end	five_gram_P_end	four_gram_P_end	three_gram_P_end	two_gram_P_end	one_gram_P_end	six_gram_C_end	five_gram_C_end	four_gram_C_end	three_gram_C_end	two_gram_C_end	one_gram_C_end	label
vochle	vochlička	N	N	F	F	NA	NA	0	0	1	0	v	vo	voc	voch	vochl	vochle	v	vo	voc	voch	vochl	vochli	vochle	ochle	chle	hle	le	e	hlička	lička	ička	čka	ka	a	DIMINUTIVE
vochličkářka	vochličkářčin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	voc	voch	vochl	vochli	v	vo	voc	voch	vochl	vochli	čkářka	kářka	ářka	řka	ka	a	kářčin	ářčin	řčin	čin	in	n	POSSESSIVE
vochlíř	vochlířka	N	N	M	F	NA	NA	0	0	1	0	v	vo	voc	voch	vochl	vochlí	v	vo	voc	voch	vochl	vochlí	ochlíř	chlíř	hlíř	líř	íř	ř	hlířka	lířka	ířka	řka	ka	a	FEMALE
Vocifer	Vociferův	N	A	M	NA	NA	NA	0	1	1	0	V	Vo	Voc	Voci	Vocif	Vocife	V	Vo	Voc	Voci	Vocif	Vocife	ocifer	cifer	ifer	fer	er	r	iferův	ferův	erův	rův	ův	v	POSSESSIVE
vodačka	vodaččin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	vod	voda	vodač	vodačk	v	vo	vod	voda	vodač	vodačč	odačka	dačka	ačka	čka	ka	a	daččin	aččin	ččin	čin	in	n	POSSESSIVE
voda	voděnka	N	N	F	F	NA	NA	0	0	1	1	v	vo	vod	voda	NA	NA	v	vo	vod	vodě	voděn	voděnk	NA	NA	voda	oda	da	a	oděnka	děnka	ěnka	nka	ka	a	DIMINUTIVE
voda	vodička	N	N	F	F	NA	NA	0	0	1	1	v	vo	vod	voda	NA	NA	v	vo	vod	vodi	vodič	vodičk	NA	NA	voda	oda	da	a	odička	dička	ička	čka	ka	a	DIMINUTIVE
vodárna	vodárnička	N	N	F	F	NA	NA	0	0	1	1	v	vo	vod	vodá	vodár	vodárn	v	vo	vod	vodá	vodár	vodárn	odárna	dárna	árna	rna	na	a	rnička	nička	ička	čka	ka	a	DIMINUTIVE
vodař	vodařka	N	N	M	F	NA	NA	0	0	1	0	v	vo	vod	voda	vodař	NA	v	vo	vod	voda	vodař	vodařk	NA	vodař	odař	dař	ař	ř	odařka	dařka	ařka	řka	ka	a	FEMALE
vodit	vodívat	V	V	NA	NA	I	I	0	0	1	1	v	vo	vod	vodi	vodit	NA	v	vo	vod	vodí	vodív	vodíva	NA	vodit	odit	dit	it	t	odívat	dívat	ívat	vat	at	t	ITERATIVE
vodník	vodníček	N	N	M	M	NA	NA	0	0	1	1	v	vo	vod	vodn	vodní	vodník	v	vo	vod	vodn	vodní	vodníč	vodník	odník	dník	ník	ík	k	dníček	níček	íček	ček	ek	k	DIMINUTIVE
Vögler	Vöglerův	N	A	M	NA	NA	NA	0	1	1	0	V	Vö	Vög	Vögl	Vögle	Vögler	V	Vö	Vög	Vögl	Vögle	Vögler	Vögler	ögler	gler	ler	er	r	glerův	lerův	erův	rův	ův	v	POSSESSIVE
vojačka	vojaččin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	voj	voja	vojač	vojačk	v	vo	voj	voja	vojač	vojačč	ojačka	jačka	ačka	čka	ka	a	jaččin	aččin	ččin	čin	in	n	POSSESSIVE
voják	vojáček	N	N	M	M	NA	NA	0	0	1	1	v	vo	voj	vojá	voják	NA	v	vo	voj	vojá	vojáč	vojáče	NA	voják	oják	ják	ák	k	ojáček	jáček	áček	ček	ek	k	DIMINUTIVE
vojevůdce	vojevůdkyně	N	N	M	F	NA	NA	0	0	1	0	v	vo	voj	voje	vojev	vojevů	v	vo	voj	voje	vojev	vojevů	evůdce	vůdce	ůdce	dce	ce	e	ůdkyně	dkyně	kyně	yně	ně	ě	FEMALE
vojna	vojnička	N	N	F	F	NA	NA	0	0	1	1	v	vo	voj	vojn	vojna	NA	v	vo	voj	vojn	vojni	vojnič	NA	vojna	ojna	jna	na	a	jnička	nička	ička	čka	ka	a	DIMINUTIVE
Vojtěch	Vojtěška	N	N	M	F	NA	NA	0	0	1	0	V	Vo	Voj	Vojt	Vojtě	Vojtěc	V	Vo	Voj	Vojt	Vojtě	Vojtěš	ojtěch	jtěch	těch	ěch	ch	h	jtěška	těška	ěška	ška	ka	a	FEMALE
Vojtěch	Vojtíšek	N	N	M	M	NA	NA	0	0	1	0	V	Vo	Voj	Vojt	Vojtě	Vojtěc	V	Vo	Voj	Vojt	Vojtí	Vojtíš	ojtěch	jtěch	těch	ěch	ch	h	jtíšek	tíšek	íšek	šek	ek	k	DIMINUTIVE
vojtka	vojtčin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	voj	vojt	vojtk	vojtka	v	vo	voj	vojt	vojtč	vojtči	vojtka	ojtka	jtka	tka	ka	a	ojtčin	jtčin	tčin	čin	in	n	POSSESSIVE
Vojtoň	Vojtoňův	N	A	M	NA	NA	NA	0	1	1	0	V	Vo	Voj	Vojt	Vojto	Vojtoň	V	Vo	Voj	Vojt	Vojto	Vojtoň	Vojtoň	ojtoň	jtoň	toň	oň	ň	jtoňův	toňův	oňův	ňův	ův	v	POSSESSIVE
vojvodkyně	vojvodkynin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	voj	vojv	vojvo	vojvod	v	vo	voj	vojv	vojvo	vojvod	odkyně	dkyně	kyně	yně	ně	ě	dkynin	kynin	ynin	nin	in	n	POSSESSIVE
Vokuš	Vokušův	N	A	M	NA	NA	NA	0	1	1	0	V	Vo	Vok	Voku	Vokuš	NA	V	Vo	Vok	Voku	Vokuš	Vokušů	NA	Vokuš	okuš	kuš	uš	š	okušův	kušův	ušův	šův	ův	v	POSSESSIVE
volánek	voláneček	N	N	I	I	NA	NA	0	0	1	1	v	vo	vol	volá	volán	voláne	v	vo	vol	volá	volán	voláne	olánek	lánek	ánek	nek	ek	k	áneček	neček	eček	ček	ek	k	DIMINUTIVE
volán	volánek	N	N	I	I	NA	NA	0	0	1	0	v	vo	vol	volá	volán	NA	v	vo	vol	volá	volán	voláne	NA	volán	olán	lán	án	n	olánek	lánek	ánek	nek	ek	k	DIMINUTIVE
volant	volantek	N	N	I	I	NA	NA	0	0	1	0	v	vo	vol	vola	volan	volant	v	vo	vol	vola	volan	volant	volant	olant	lant	ant	nt	t	lantek	antek	ntek	tek	ek	k	DIMINUTIVE
volařka	volařčin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	vol	vola	volař	volařk	v	vo	vol	vola	volař	volařč	olařka	lařka	ařka	řka	ka	a	lařčin	ařčin	řčin	čin	in	n	POSSESSIVE
volat	volávat	V	V	NA	NA	I	I	0	0	1	1	v	vo	vol	vola	volat	NA	v	vo	vol	volá	voláv	voláva	NA	volat	olat	lat	at	t	olávat	lávat	ávat	vat	at	t	ITERATIVE
volavče	volavčátko	N	N	N	N	NA	NA	0	0	1	0	v	vo	vol	vola	volav	volavč	v	vo	vol	vola	volav	volavč	olavče	lavče	avče	vče	če	e	včátko	čátko	átko	tko	ko	o	DIMINUTIVE
volavka	volavečka	N	N	F	F	NA	NA	0	0	1	1	v	vo	vol	vola	volav	volavk	v	vo	vol	vola	volav	volave	olavka	lavka	avka	vka	ka	a	avečka	večka	ečka	čka	ka	a	DIMINUTIVE
Volčík	Volčíkův	N	A	M	NA	NA	NA	0	1	1	0	V	Vo	Vol	Volč	Volčí	Volčík	V	Vo	Vol	Volč	Volčí	Volčík	Volčík	olčík	lčík	čík	ík	k	lčíkův	číkův	íkův	kův	ův	v	POSSESSIVE
volek	voleček	N	N	M	M	NA	NA	0	0	1	1	v	vo	vol	vole	volek	NA	v	vo	vol	vole	voleč	voleče	NA	volek	olek	lek	ek	k	oleček	leček	eček	ček	ek	k	DIMINUTIVE
volek	volíček	N	N	M	M	NA	NA	0	0	1	1	v	vo	vol	vole	volek	NA	v	vo	vol	volí	volíč	volíče	NA	volek	olek	lek	ek	k	olíček	líček	íček	ček	ek	k	DIMINUTIVE
volek	volkův	N	A	M	NA	NA	NA	0	1	1	0	v	vo	vol	vole	volek	NA	v	vo	vol	volk	volků	volkův	NA	volek	olek	lek	ek	k	volkův	olkův	lkův	kův	ův	v	POSSESSIVE
Volenec	Volencův	N	A	M	NA	NA	NA	0	1	1	0	V	Vo	Vol	Vole	Volen	Volene	V	Vo	Vol	Vole	Volen	Volenc	olenec	lenec	enec	nec	ec	c	lencův	encův	ncův	cův	ův	v	POSSESSIVE
vole	volátko	N	N	N	N	NA	NA	0	0	1	0	v	vo	vol	vole	NA	NA	v	vo	vol	volá	volát	volátk	NA	NA	vole	ole	le	e	olátko	látko	átko	tko	ko	o	DIMINUTIVE
volitel	volitelka	N	N	M	F	NA	NA	0	0	1	0	v	vo	vol	voli	volit	volite	v	vo	vol	voli	volit	volite	olitel	litel	itel	tel	el	l	itelka	telka	elka	lka	ka	a	FEMALE
volit	volívat	V	V	NA	NA	I	I	0	0	1	1	v	vo	vol	voli	volit	NA	v	vo	vol	volí	volív	volíva	NA	volit	olit	lit	it	t	olívat	lívat	ívat	vat	at	t	ITERATIVE
volnověrkyně	volnověrkynin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	vol	voln	volno	volnov	v	vo	vol	voln	volno	volnov	ěrkyně	rkyně	kyně	yně	ně	ě	rkynin	kynin	ynin	nin	in	n	POSSESSIVE
volný	volňoučký	A	A	NA	NA	NA	NA	0	0	1	1	v	vo	vol	voln	volný	NA	v	vo	vol	volň	volňo	volňou	NA	volný	olný	lný	ný	ý	ňoučký	oučký	učký	čký	ký	ý	DIMINUTIVE
volontér	volontérka	N	N	M	F	NA	NA	0	0	1	0	v	vo	vol	volo	volon	volont	v	vo	vol	volo	volon	volont	lontér	ontér	ntér	tér	ér	r	ntérka	térka	érka	rka	ka	a	FEMALE
volovina	volovinka	N	N	F	F	NA	NA	0	0	1	1	v	vo	vol	volo	volov	volovi	v	vo	vol	volo	volov	volovi	lovina	ovina	vina	ina	na	a	ovinka	vinka	inka	nka	ka	a	DIMINUTIVE
voltairián	voltairiánka	N	N	M	F	NA	NA	0	0	1	0	v	vo	vol	volt	volta	voltai	v	vo	vol	volt	volta	voltai	airián	irián	rián	ián	án	n	riánka	iánka	ánka	nka	ka	a	FEMALE
voltižérka	voltižérčin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	vol	volt	volti	voltiž	v	vo	vol	volt	volti	voltiž	ižérka	žérka	érka	rka	ka	a	žérčin	érčin	rčin	čin	in	n	POSSESSIVE
voluta	volutka	N	N	F	F	NA	NA	0	0	1	1	v	vo	vol	volu	volut	voluta	v	vo	vol	volu	volut	volutk	voluta	oluta	luta	uta	ta	a	olutka	lutka	utka	tka	ka	a	DIMINUTIVE
voňavkář	voňavkářka	N	N	M	F	NA	NA	0	0	1	0	v	vo	voň	voňa	voňav	voňavk	v	vo	voň	voňa	voňav	voňavk	ňavkář	avkář	vkář	kář	ář	ř	vkářka	kářka	ářka	řka	ka	a	FEMALE
voňavý	voňavoučký	A	A	NA	NA	NA	NA	0	0	1	1	v	vo	voň	voňa	voňav	voňavý	v	vo	voň	voňa	voňav	voňavo	voňavý	oňavý	ňavý	avý	vý	ý	voučký	oučký	učký	čký	ký	ý	DIMINUTIVE
Vondál	Vondálův	N	A	M	NA	NA	NA	0	1	1	0	V	Vo	Von	Vond	Vondá	Vondál	V	Vo	Von	Vond	Vondá	Vondál	Vondál	ondál	ndál	dál	ál	l	ndálův	dálův	álův	lův	ův	v	POSSESSIVE
vonět	vonívat	V	V	NA	NA	I	I	0	0	1	1	v	vo	von	voně	vonět	NA	v	vo	von	voní	vonív	voníva	NA	vonět	onět	nět	ět	t	onívat	nívat	ívat	vat	at	t	ITERATIVE
vor	vorek	N	N	I	I	NA	NA	0	0	1	0	v	vo	vor	NA	NA	NA	v	vo	vor	vore	vorek	NA	NA	NA	NA	vor	or	r	NA	vorek	orek	rek	ek	k	DIMINUTIVE
vosa	vosička	N	N	F	F	NA	NA	0	0	1	1	v	vo	vos	vosa	NA	NA	v	vo	vos	vosi	vosič	vosičk	NA	NA	vosa	osa	sa	a	osička	sička	ička	čka	ka	a	DIMINUTIVE
voskářka	voskářčin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	vos	vosk	voská	voskář	v	vo	vos	vosk	voská	voskář	skářka	kářka	ářka	řka	ka	a	kářčin	ářčin	řčin	čin	in	n	POSSESSIVE
voskář	voskářka	N	N	M	F	NA	NA	0	0	1	0	v	vo	vos	vosk	voská	voskář	v	vo	vos	vosk	voská	voskář	voskář	oskář	skář	kář	ář	ř	skářka	kářka	ářka	řka	ka	a	FEMALE
voskovačka	voskovaččin	N	A	F	NA	NA	NA	0	1	1	0	v	vo	vos	vosk	vosko	voskov	v	vo	vos	vosk	vosko	voskov	ovačka	vačka	ačka	čka	ka	a	vaččin	aččin	ččin	čin	in	n	POSSESSIVE
voskovat	voskovávat	V	V	NA	NA	I	I	0	0	1	1	v	vo	vos	vosk	vosko	voskov	v	vo	vos	vosk	vosko	voskov	skovat	kovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ITERATIVE
voskovice	voskovička	N	N	F	F	NA	NA	0	0	1	0	v	vo	vos	vosk	vosko	voskov	v	vo	vos	vosk	vosko	voskov	kovice	ovice	vice	ice	ce	e	ovička	vička	ička	čka	ka	a	DIMINUTIVE
voština	voštinka	N	N	F	F	NA	NA	0	0	1	1	v	vo	voš	vošt	vošti	voštin	v	vo	voš	vošt	vošti	voštin	oština	ština	tina	ina	na	a	štinka	tinka	inka	nka	ka	a	DIMINUTIVE
Vostřák	Vostřákův	N	A	M	NA	NA	NA	0	1	1	0	V	Vo	Vos	Vost	Vostř	Vostřá	V	Vo	Vos	Vost	Vostř	Vostřá	ostřák	střák	třák	řák	ák	k	třákův	řákův	ákův	kův	ův	v	POSSESSIVE
vous	vousek	N	N	I	I	NA	NA	0	0	1	0	v	vo	vou	vous	NA	NA	v	vo	vou	vous	vouse	vousek	NA	NA	vous	ous	us	s	vousek	ousek	usek	sek	ek	k	DIMINUTIVE
Vovčuk	Vovčukův	N	A	M	NA	NA	NA	0	1	1	0	V	Vo	Vov	Vovč	Vovču	Vovčuk	V	Vo	Vov	Vovč	Vovču	Vovčuk	Vovčuk	ovčuk	včuk	čuk	uk	k	včukův	čukův	ukův	kův	ův	v	POSSESSIVE
vozíčkář	vozíčkářka	N	N	M	F	NA	NA	0	0	1	0	v	vo	voz	vozí	vozíč	vozíčk	v	vo	voz	vozí	vozíč	vozíčk	zíčkář	íčkář	čkář	kář	ář	ř	čkářka	kářka	ářka	řka	ka	a	FEMALE
vozidlo	vozidýlko	N	N	N	N	NA	NA	0	0	1	1	v	vo	voz	vozi	vozid	vozidl	v	vo	voz	vozi	vozid	vozidý	ozidlo	zidlo	idlo	dlo	lo	o	idýlko	dýlko	ýlko	lko	ko	o	DIMINUTIVE
vozík	vozíček	N	N	I	I	NA	NA	0	0	1	1	v	vo	voz	vozí	vozík	NA	v	vo	voz	vozí	vozíč	vozíče	NA	vozík	ozík	zík	ík	k	ozíček	zíček	íček	ček	ek	k	DIMINUTIVE
vozit	vozívat	V	V	NA	NA	I	I	0	0	1	1	v	vo	voz	vozi	vozit	NA	v	vo	voz	vozí	vozív	vozíva	NA	vozit	ozit	zit	it	t	ozívat	zívat	ívat	vat	at	t	ITERATIVE
voživení	voživeníčko	N	N	N	N	NA	NA	0	0	1	0	v	vo	vož	voži	voživ	vožive	v	vo	vož	voži	voživ	vožive	živení	ivení	vení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	DIMINUTIVE
vpadat	vpadávat	V	V	NA	NA	I	I	0	0	1	1	v	vp	vpa	vpad	vpada	vpadat	v	vp	vpa	vpad	vpadá	vpadáv	vpadat	padat	adat	dat	at	t	adávat	dávat	ávat	vat	at	t	ITERATIVE
vpálit	vpalovat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpá	vpál	vpáli	vpálit	v	vp	vpa	vpal	vpalo	vpalov	vpálit	pálit	álit	lit	it	t	alovat	lovat	ovat	vat	at	t	ASPECT
vpašovat	vpašovávat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpa	vpaš	vpašo	vpašov	v	vp	vpa	vpaš	vpašo	vpašov	ašovat	šovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ASPECT
vpěchovat	vpěchovávat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpě	vpěc	vpěch	vpěcho	v	vp	vpě	vpěc	vpěch	vpěcho	chovat	hovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ASPECT
vpíchat	vpíchávat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpí	vpíc	vpích	vpícha	v	vp	vpí	vpíc	vpích	vpíchá	píchat	íchat	chat	hat	at	t	chávat	hávat	ávat	vat	at	t	ASPECT
vpíchnout	vpichovat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpí	vpíc	vpích	vpíchn	v	vp	vpi	vpic	vpich	vpicho	chnout	hnout	nout	out	ut	t	chovat	hovat	ovat	vat	at	t	ASPECT
vplavit	vplavovat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpl	vpla	vplav	vplavi	v	vp	vpl	vpla	vplav	vplavo	plavit	lavit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ASPECT
vplazit	vplazívat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpl	vpla	vplaz	vplazi	v	vp	vpl	vpla	vplaz	vplazí	plazit	lazit	azit	zit	it	t	azívat	zívat	ívat	vat	at	t	ASPECT
vplést	vplétat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpl	vplé	vplés	vplést	v	vp	vpl	vplé	vplét	vpléta	vplést	plést	lést	ést	st	t	plétat	létat	état	tat	at	t	ASPECT
vplétat	vplétávat	V	V	NA	NA	I	I	0	0	1	1	v	vp	vpl	vplé	vplét	vpléta	v	vp	vpl	vplé	vplét	vplétá	plétat	létat	état	tat	at	t	étávat	távat	ávat	vat	at	t	ITERATIVE
vplout	vplouvat	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpl	vplo	vplou	vplout	v	vp	vpl	vplo	vplou	vplouv	vplout	plout	lout	out	ut	t	louvat	ouvat	uvat	vat	at	t	ASPECT
vpustit	vpouštět	V	V	NA	NA	P	I	0	0	1	1	v	vp	vpu	vpus	vpust	vpusti	v	vp	vpo	vpou	vpouš	vpoušt	pustit	ustit	stit	tit	it	t	ouštět	uštět	štět	tět	ět	t	ASPECT
vrabčačka	vrabčaččin	N	A	F	NA	NA	NA	0	1	1	0	v	vr	vra	vrab	vrabč	vrabča	v	vr	vra	vrab	vrabč	vrabča	bčačka	čačka	ačka	čka	ka	a	čaččin	aččin	ččin	čin	in	n	POSSESSIVE
vrabčák	vrabčáček	N	N	M	M	NA	NA	0	0	1	1	v	vr	vra	vrab	vrabč	vrabčá	v	vr	vra	vrab	vrabč	vrabčá	rabčák	abčák	bčák	čák	ák	k	bčáček	čáček	áček	ček	ek	k	DIMINUTIVE
vrabčák	vrabčačka	N	N	M	F	NA	NA	0	0	1	0	v	vr	vra	vrab	vrabč	vrabčá	v	vr	vra	vrab	vrabč	vrabča	rabčák	abčák	bčák	čák	ák	k	bčačka	čačka	ačka	čka	ka	a	FEMALE
vrabče	vrabčátko	N	N	N	N	NA	NA	0	0	1	0	v	vr	vra	vrab	vrabč	vrabče	v	vr	vra	vrab	vrabč	vrabčá	vrabče	rabče	abče	bče	če	e	bčátko	čátko	átko	tko	ko	o	DIMINUTIVE
vracet	vracívat	V	V	NA	NA	I	I	0	0	1	1	v	vr	vra	vrac	vrace	vracet	v	vr	vra	vrac	vrací	vracív	vracet	racet	acet	cet	et	t	acívat	cívat	ívat	vat	at	t	ITERATIVE
vřadit	vřaďovat	V	V	NA	NA	P	I	0	0	1	1	v	vř	vřa	vřad	vřadi	vřadit	v	vř	vřa	vřaď	vřaďo	vřaďov	vřadit	řadit	adit	dit	it	t	aďovat	ďovat	ovat	vat	at	t	ASPECT
vřadit	vřazovat	V	V	NA	NA	P	I	0	0	1	1	v	vř	vřa	vřad	vřadi	vřadit	v	vř	vřa	vřaz	vřazo	vřazov	vřadit	řadit	adit	dit	it	t	azovat	zovat	ovat	vat	at	t	ASPECT
vrah	vrahoušek	N	N	M	M	NA	NA	0	0	1	0	v	vr	vra	vrah	NA	NA	v	vr	vra	vrah	vraho	vrahou	NA	NA	vrah	rah	ah	h	houšek	oušek	ušek	šek	ek	k	DIMINUTIVE
vrahounek	vrahounkův	N	A	M	NA	NA	NA	0	1	1	0	v	vr	vra	vrah	vraho	vrahou	v	vr	vra	vrah	vraho	vrahou	hounek	ounek	unek	nek	ek	k	ounkův	unkův	nkův	kův	ův	v	POSSESSIVE
vrahyně	vrahynin	N	A	F	NA	NA	NA	0	1	1	0	v	vr	vra	vrah	vrahy	vrahyn	v	vr	vra	vrah	vrahy	vrahyn	rahyně	ahyně	hyně	yně	ně	ě	ahynin	hynin	ynin	nin	in	n	POSSESSIVE
vrána	vránička	N	N	F	F	NA	NA	0	0	1	1	v	vr	vrá	vrán	vrána	NA	v	vr	vrá	vrán	vráni	vránič	NA	vrána	rána	ána	na	a	ánička	nička	ička	čka	ka	a	DIMINUTIVE
vráně	vraňátko	N	N	N	N	NA	NA	0	0	1	0	v	vr	vrá	vrán	vráně	NA	v	vr	vra	vraň	vraňá	vraňát	NA	vráně	ráně	áně	ně	ě	aňátko	ňátko	átko	tko	ko	o	DIMINUTIVE
vráně	vráňátko	N	N	N	N	NA	NA	0	0	1	0	v	vr	vrá	vrán	vráně	NA	v	vr	vrá	vráň	vráňá	vráňát	NA	vráně	ráně	áně	ně	ě	áňátko	ňátko	átko	tko	ko	o	DIMINUTIVE
vraník	vraníček	N	N	M	M	NA	NA	0	0	1	1	v	vr	vra	vran	vraní	vraník	v	vr	vra	vran	vraní	vraníč	vraník	raník	aník	ník	ík	k	aníček	níček	íček	ček	ek	k	DIMINUTIVE
vráska	vrásečka	N	N	F	F	NA	NA	0	0	1	1	v	vr	vrá	vrás	vrásk	vráska	v	vr	vrá	vrás	vráse	vráseč	vráska	ráska	áska	ska	ka	a	ásečka	sečka	ečka	čka	ka	a	DIMINUTIVE
vrata	vrátka	N	N	N	N	NA	NA	0	0	1	1	v	vr	vra	vrat	vrata	NA	v	vr	vrá	vrát	vrátk	vrátka	NA	vrata	rata	ata	ta	a	vrátka	rátka	átka	tka	ka	a	DIMINUTIVE
vrátit	vracet	V	V	NA	NA	P	I	0	0	1	1	v	vr	vrá	vrát	vráti	vrátit	v	vr	vra	vrac	vrace	vracet	vrátit	rátit	átit	tit	it	t	vracet	racet	acet	cet	et	t	ASPECT
vrátka	vrátečka	N	N	N	N	NA	NA	0	0	1	1	v	vr	vrá	vrát	vrátk	vrátka	v	vr	vrá	vrát	vráte	vráteč	vrátka	rátka	átka	tka	ka	a	átečka	tečka	ečka	čka	ka	a	DIMINUTIVE
vrávorat	vrávorávat	V	V	NA	NA	I	I	0	0	1	1	v	vr	vrá	vráv	vrávo	vrávor	v	vr	vrá	vráv	vrávo	vrávor	ávorat	vorat	orat	rat	at	t	orávat	rávat	ávat	vat	at	t	ITERATIVE
vražda	vraždička	N	N	F	F	NA	NA	0	0	1	1	v	vr	vra	vraž	vražd	vražda	v	vr	vra	vraž	vražd	vraždi	vražda	ražda	ažda	žda	da	a	ždička	dička	ička	čka	ka	a	DIMINUTIVE
vraždič	vraždičův	N	A	M	NA	NA	NA	0	1	1	0	v	vr	vra	vraž	vražd	vraždi	v	vr	vra	vraž	vražd	vraždi	raždič	aždič	ždič	dič	ič	č	ždičův	dičův	ičův	čův	ův	v	POSSESSIVE
vraždit	vraždívat	V	V	NA	NA	I	I	0	0	1	1	v	vr	vra	vraž	vražd	vraždi	v	vr	vra	vraž	vražd	vraždí	raždit	aždit	ždit	dit	it	t	ždívat	dívat	ívat	vat	at	t	ITERATIVE
vrazit	vrážet	V	V	NA	NA	P	I	0	0	1	1	v	vr	vra	vraz	vrazi	vrazit	v	vr	vrá	vráž	vráže	vrážet	vrazit	razit	azit	zit	it	t	vrážet	rážet	ážet	žet	et	t	ASPECT
vrba	vrbka	N	N	F	F	NA	NA	0	0	1	1	v	vr	vrb	vrba	NA	NA	v	vr	vrb	vrbk	vrbka	NA	NA	NA	vrba	rba	ba	a	NA	vrbka	rbka	bka	ka	a	DIMINUTIVE
vrčet	vrčívat	V	V	NA	NA	I	I	0	0	1	1	v	vr	vrč	vrče	vrčet	NA	v	vr	vrč	vrčí	vrčív	vrčíva	NA	vrčet	rčet	čet	et	t	rčívat	čívat	ívat	vat	at	t	ITERATIVE
vrchařka	vrchařčin	N	A	F	NA	NA	NA	0	1	1	0	v	vr	vrc	vrch	vrcha	vrchař	v	vr	vrc	vrch	vrcha	vrchař	chařka	hařka	ařka	řka	ka	a	hařčin	ařčin	řčin	čin	in	n	POSSESSIVE
vrchnostka	vrchnostčin	N	A	F	NA	NA	NA	0	1	1	0	v	vr	vrc	vrch	vrchn	vrchno	v	vr	vrc	vrch	vrchn	vrchno	nostka	ostka	stka	tka	ka	a	ostčin	stčin	tčin	čin	in	n	POSSESSIVE
vrch	vršek	N	N	I	I	NA	NA	0	0	1	0	v	vr	vrc	vrch	NA	NA	v	vr	vrš	vrše	vršek	NA	NA	NA	vrch	rch	ch	h	NA	vršek	ršek	šek	ek	k	DIMINUTIVE
vrch	vršík	N	N	I	I	NA	NA	0	0	1	0	v	vr	vrc	vrch	NA	NA	v	vr	vrš	vrší	vršík	NA	NA	NA	vrch	rch	ch	h	NA	vršík	ršík	šík	ík	k	DIMINUTIVE
vrcholík	vrcholíček	N	N	I	I	NA	NA	0	0	1	1	v	vr	vrc	vrch	vrcho	vrchol	v	vr	vrc	vrch	vrcho	vrchol	cholík	holík	olík	lík	ík	k	olíček	líček	íček	ček	ek	k	DIMINUTIVE
vrcholit	vrcholívat	V	V	NA	NA	I	I	0	0	1	1	v	vr	vrc	vrch	vrcho	vrchol	v	vr	vrc	vrch	vrcho	vrchol	cholit	holit	olit	lit	it	t	olívat	lívat	ívat	vat	at	t	ITERATIVE
vrchol	vrcholek	N	N	I	I	NA	NA	0	0	1	0	v	vr	vrc	vrch	vrcho	vrchol	v	vr	vrc	vrch	vrcho	vrchol	vrchol	rchol	chol	hol	ol	l	cholek	holek	olek	lek	ek	k	DIMINUTIVE
vřed	vřídek	N	N	I	I	NA	NA	0	0	1	0	v	vř	vře	vřed	NA	NA	v	vř	vří	vříd	vříde	vřídek	NA	NA	vřed	řed	ed	d	vřídek	řídek	ídek	dek	ek	k	DIMINUTIVE
vřesovina	vřesovinka	N	N	F	F	NA	NA	0	0	1	1	v	vř	vře	vřes	vřeso	vřesov	v	vř	vře	vřes	vřeso	vřesov	sovina	ovina	vina	ina	na	a	ovinka	vinka	inka	nka	ka	a	DIMINUTIVE
vřeštět	vřeštívat	V	V	NA	NA	I	I	0	0	1	1	v	vř	vře	vřeš	vřešt	vřeště	v	vř	vře	vřeš	vřešt	vřeští	řeštět	eštět	štět	tět	ět	t	štívat	tívat	ívat	vat	at	t	ITERATIVE
vřeteno	vřeténko	N	N	N	N	NA	NA	0	0	1	1	v	vř	vře	vřet	vřete	vřeten	v	vř	vře	vřet	vřeté	vřetén	řeteno	eteno	teno	eno	no	o	eténko	ténko	énko	nko	ko	o	DIMINUTIVE
