státi(se)	stá-ti-(se)
břehový	břeh-ov-ý
slohový	s-loh-ov-ý
duhový	duh-ov-ý
slovnědruhový	slovn-ě-druh-ov-ý
paládiový	paládi-ov-ý
liliový	lili-ov-ý
prvomájový	prv-o-máj-ov-ý
vícepokojový	více-pokoj-ov-ý
třípokojový	tř-í-po-koj-ov-ý
jednopokojový	jedn-o-pokoj-ov-ý
půlmetrákový	půl-metr-ák-ov-ý
zrakový	zrak-ov-ý
takový	tak-ov-ý
jednotrubkový	jedn-o-trub-k-ov-ý
pubrockový	pub-rock-ov-ý
funkrockový	funk-rock-ov-ý
tříhvězdičkový	tř-í-hvězd-ičk-ov-ý
pětihvězdičkový	pět-i-hvězd-ičk-ov-ý
čtyřhvězdičkový	čtyř-hvězd-ičk-ov-ý
špičkový	špič-k-ov-ý
superšpičkový	super-špič-k-ov-ý
růžičkový	růž-ičk-ov-ý
dvouřádkový	dv-ou-řád-k-ov-ý
úsekový	ú-sek-ov-ý
celorepublikový	cel-o-republik-ov-ý
vnitrorepublikový	v-nitr-o-re-publ-ik-ov-ý
prvorepublikový	prv-o-republ-ik-ov-ý
hrobníkovy	hrob-ník-ov-y
celohliníkový	cel-o-hlin-ík-ov-ý
kouzelníkovy	kouzel-n-ík-ov-y
prašníkový	praš-ník-ov-ý
kufříkový	kufř-ík-ov-ý
batikový	batik-ov-ý
celkový	celk-ov-ý
dvourámkový	dv-ou-rám-k-ov-ý
tříbrankový	tř-í-bran-k-ov-ý
pětibrankový	pět-i-bran-k-ov-ý
jednobrankový	jedn-o-bran-k-ov-ý
čtyřbrankový	čtyř-bran-k-ov-ý
jednostránkový	jedn-o-strán-k-ov-ý
protitankový	proti-tank-ov-ý
jednookénkový	jedn-o-okén-k-ov-ý
myšlenkový	myšl-en-k-ov-ý
trnkový	trn-k-ov-ý
strunkový	strun-k-ov-ý
maniokový	maniok-ov-ý
ultrapokrokový	ultra-po-krok-ov-ý
úrokový	ú-rok-ov-ý
vtokový	v-tok-ov-ý
okurkový	okur-k-ov-ý
víceohniskový	více-ohn-isk-ov-ý
dlouhoohniskový	dlouh-o-ohn-isk-ov-ý
tiskový	tisk-ov-ý
pětipaprskový	pět-i-paprsk-ov-ý
tryskový	trysk-ov-ý
oříškový	oříš-k-ov-ý
lískooříškový	lísk-o-oříš-k-ov-ý
pevnolátkový	pevn-o-lát-k-ov-ý
počitkový	po-či-t-k-ov-ý
dubobukový	dub-o-buk-ov-ý
protihlukový	proti-hluk-ov-ý
nadzvukový	nad-zvuk-ov-ý
jazykový	jazyk-ov-ý
patnáctisvazkový	pat-náct-i-s-vaz-k-ov-ý
mnohosvazkový	mnoh-o-s-vaz-k-ov-ý
dvousložkový	dv-ou-s-lož-k-ov-ý
pětilůžkový	pět-i-lůž-k-ov-ý
jednolůžkový	jedn-o-lůž-k-ov-ý
fotbalový	fot-balov-ý
ultrafialový	ultra-fial-ov-ý
zelenofialový	zelen-o-fial-ov-ý
královy	král-ov-y
tříkrálový	tř-í-král-ov-ý
diskometalový	disk-o-metal-ov-ý
svalový	sval-ov-ý
nervosvalový	nerv-o-sval-ov-ý
protiletadlový	proti-let-a-dl-ov-ý
nobelovy	nobel-ov-y
ocelový	ocel-ov-ý
víceúčelový	více-účel-ov-ý
mimohotelový	mimo-hotel-ov-ý
manželovy	manžel-ov-y
ritschlovy	ritschl-ov-y
desetikilový	deset-i-kil-ov-ý
jedenapůlkilový	jeden-a-půl-kil-ov-ý
víceventilový	více-ventil-ov-ý
chromniklový	chrom-nikl-ov-ý
kyslíkoniklový	kysl-ík-o-nikl-ov-ý
motocyklový	moto-cykl-ov-ý
pětigólový	pět-i-gól-ov-ý
šestigólový	šest-i-gól-ov-ý
jednogólový	jedn-o-gól-ov-ý
čtyřgólový	čtyř-gól-ov-ý
dvougólový	dv-ou-gól-ov-ý
kolový	kol-ov-ý
parolový	parol-ov-ý
karlovy	karl-ov-y
slovy	slov-y
uměleckoprůmyslový	um-ě-l-ec-k-o-prů-mysl-ov-ý
vojenskoprůmyslový	vojen-sk-o-prů-mysl-ov-ý
nulový	nul-ov-ý
pěticoulový	pět-i-coul-ov-ý
akrylový	akryl-ov-ý
trikarboxylový	tri-karb-ox-yl-ov-ý
pětigramový	pět-i-gram-ov-ý
velkoobjemový	vel-k-o-ob-jem-ov-ý
problémový	problém-ov-ý
zimový	zim-ov-ý
filmový	film-ov-ý
vrásnozlomový	vrás-n-o-z-lom-ov-ý
nízkopásmový	níz-k-o-pás-m-ov-ý
nový	nov-ý
daňový	daň-ov-ý
kaplanovy	kaplan-ov-y
druhoplánový	druh-o-plán-ov-ý
prvoplánový	prv-o-plán-ov-ý
formanovy	forman-ov-y
fenylpropanový	fenyl-prop-an-ov-ý
skráňový	skráň-ov-ý
smetanový	smetan-ov-ý
pryčnový	pryčn-ov-ý
protipovodňový	proti-po-vod-ň-ov-ý
holbenovy	holben-ov-y
transgenový	trans-gen-ov-ý
paralenový	paralen-ov-ý
měnový	měn-ov-ý
cizoměnový	ciz-o-měn-ov-ý
mnohahodinový	mnoh-a-hodin-ov-ý
několikahodinový	ně-kolik-a-hodin-ov-ý
osmihodinový	osm-i-hodin-ov-ý
tříhodinový	tř-í-hodin-ov-ý
dvanáctihodinový	dv-a-náct-i-hodin-ov-ý
čtyřiadvacetihodinový	čtyř-i-a-dv-a-cet-i-hodin-ov-ý
pětihodinový	pět-i-hodin-ov-ý
šestihodinový	šest-i-hodin-ov-ý
čtyřhodinový	čtyř-hodin-ov-ý
vilínový	vilín-ov-ý
inzulínový	inzulín-ov-ý
dominový	domin-ov-ý
termínový	termín-ov-ý
topspinový	top-spin-ov-ý
javořinový	javoř-in-ov-ý
kožešinový	kož-eš-in-ov-ý
dvoutřetinový	dv-ou-tř-et-in-ov-ý
pětišestinový	pět-i-šest-in-ov-ý
obilovinový	obil-ovin-ov-ý
zahumnový	za-humn-ov-ý
schumannovy	schumann-ov-y
bezfreonový	bez-freon-ov-ý
miliónový	milión-ov-ý
mnohamiliónový	mnoh-a-mili-ón-ov-ý
několikamilionový	ně-kolik-a-mili-on-ov-ý
stamilionový	st-a-mili-on-ov-ý
osmimiliónový	osm-i-mili-ón-ov-ý
třímilionový	tř-í-mili-on-ov-ý
osmdesátimilionový	osm-desát-i-mili-on-ov-ý
dvacetimilionový	dv-a-cet-i-milion-ov-ý
pětimilionový	pět-i-mili-on-ov-ý
devítimiliónový	devít-i-milión-ov-ý
šestimiliónový	šest-i-mili-ón-ov-ý
stomilionový	st-o-mili-on-ov-ý
memnónovy	memnón-ov-y
staronový	star-o-nov-ý
hamiltonovy	hamilton-ov-y
vícefotonový	více-foton-ov-ý
dvoutónový	dv-ou-tón-ov-ý
stupňový	stup-ň-ov-ý
vícestupňový	více-stup-ň-ov-ý
sedmistupňový	sedm-i-stup-ň-ov-ý
dvanáctistupňový	dv-a-náct-i-stup-ň-ov-ý
třicetistupňový	tř-i-cet-i-stup-ň-ov-ý
pětistupňový	pět-i-stup-ň-ov-ý
desetistupňový	deset-i-stup-ň-ov-ý
šestistupňový	šest-i-stup-ň-ov-ý
jednostupňový	jedn-o-stup-ň-ov-ý
dvoustupňový	dv-ou-stup-ň-ov-ý
pětipísňový	pět-i-písň-ov-ý
perunovy	perun-ov-y
pětapadesátikorunový	pět-a-pa-desát-i-korun-ov-ý
čtyřistatunový	čtyř-i-st-a-tun-ov-ý
mnohoúrovňový	mnoh-o-ú-rovň-ov-ý
mimoúrovňový	mimo-ú-rovň-ov-ý
březnový	březn-ov-ý
desetietapový	deset-i-etap-ov-ý
pětioscarový	pět-i-oscar-ov-ý
čárový	čár-ov-ý
gandarovy	gandar-ov-y
pětioskarový	pět-i-oskar-ov-ý
padesátilibrový	pa-desát-i-libr-ov-ý
výběrový	vý-běr-ov-ý
biedermeierový	biedermeier-ov-ý
multibariérový	multi-bariér-ov-ý
bijedermeijerový	bijedermeijer-ov-ý
velkorozměrový	vel-k-o-roz-měr-ov-ý
laserový	laser-ov-ý
jupiterovy	jupiter-ov-y
lágrový	lágr-ov-ý
sírový	sír-ov-ý
subvirový	sub-vir-ov-ý
multižánrový	multi-žánr-ov-ý
celotáborový	cel-o-tábor-ov-ý
dvojsborový	dv-oj-s-bor-ov-ý
protagorovy	protagor-ov-y
trojkomorový	tr-oj-komor-ov-ý
rotátorový	rot-átor-ov-ý
vícesektorový	více-sektor-ov-ý
motorový	motor-ov-ý
několikapatrový	ně-kolik-a-patr-ov-ý
třípatrový	tř-í-patr-ov-ý
jednopatrový	jedn-o-patr-ov-ý
čtyřpatrový	čtyř-patr-ov-ý
dvoupatrový	dv-ou-patr-ov-ý
několikametrový	ně-kolik-a-metr-ov-ý
sedmimetrový	sedm-i-metr-ov-ý
osmimetrový	osm-i-metr-ov-ý
třímetrový	tř-í-metr-ov-ý
padesátimetrový	pa-desát-i-metr-ov-ý
patnáctimetrový	pat-náct-i-metr-ov-ý
dvacetimetrový	dv-a-cet-i-metr-ov-ý
pětadvacetimetrový	pět-a-dv-a-cet-i-metr-ov-ý
třicetimetrový	tř-i-cet-i-metr-ov-ý
šestimetrový	šest-i-metr-ov-ý
několikakilometrový	ně-kolik-a-kilo-metr-ov-ý
osmikilometrový	osm-i-kilo-metr-ov-ý
tříkilometrový	tř-í-kilo-metr-ov-ý
padesátikilometrový	pa-desát-i-kilo-metr-ov-ý
patnáctikilometrový	pat-náct-i-kilo-metr-ov-ý
dvacetikilometrový	dv-a-cet-i-kilo-metr-ov-ý
třicetikilometrový	tř-i-cet-i-kilo-metr-ov-ý
pětikilometrový	pět-i-kilo-metr-ov-ý
desetikilometrový	deset-i-kilo-metr-ov-ý
šestikilometrový	šest-i-kilo-metr-ov-ý
stokilometrový	st-o-kilo-metr-ov-ý
čtyřkilometrový	čtyř-kilo-metr-ov-ý
stometrový	st-o-metr-ov-ý
dvousetmetrový	dv-ou-set-metr-ov-ý
dvacetipětilitrový	dva-cet-i-pět-i-litr-ov-ý
manšestrový	manšestr-ov-ý
ostrovy	ostrov-y
surový	surov-ý
syrový	syrov-ý
hospodářovy	hospod-ář-ov-y
třídveřový	tř-í-dveř-ov-ý
pětidveřový	pět-i-dveř-ov-ý
čtyřdveřový	čtyř-dveř-ov-ý
nadčasový	nad-čas-ov-ý
volnočasový	vol-n-o-čas-ov-ý
třízápasový	tř-í-zápas-ov-ý
kolopásový	kol-o-pás-ov-ý
jamesovy	james-ov-y
protikongresový	proti-kongres-ov-ý
stolnětenisový	stol-n-ě-tenis-ov-ý
kardašovy	kardašov-y
sprašový	s-praš-ov-ý
klatovy	klatov-y
pětiplatový	pět-i-plat-ov-ý
velkoformátový	vel-k-o-formát-ov-ý
ztrátový	z-trát-ov-ý
rozpočtový	roz-počt-ov-ý
nízkorozpočtový	níz-k-o-roz-po-čt-ov-ý
klarinetový	klarin-et-ov-ý
třísetový	tř-í-set-ov-ý
pětisetový	pět-i-set-ov-ý
světový	svět-ov-ý
celosvětový	cel-o-svět-ov-ý
bigbítový	big-bít-ov-ý
eternitový	eternit-ov-ý
asfaltový	asfalt-ov-ý
diskantový	dis-kant-ov-ý
pětisegmentový	pět-i-segment-ov-ý
hotový	hotov-ý
pětičtvrťový	pět-i-čtvrť-ov-ý
plastový	plast-ov-ý
pětiprstový	pět-i-prst-ov-ý
prorůstový	pro-růst-ov-ý
několikaminutový	ně-kolik-a-minut-ov-ý
tříminutový	tř-í-minut-ov-ý
devadesátiminutový	deva-desát-i-minut-ov-ý
sedmdesátiminutový	sedm-desát-i-minut-ov-ý
patnáctiminutový	pat-náct-i-minut-ov-ý
dvacetiminutový	dv-a-cet-i-minut-ov-ý
čtyřicetiminutový	čtyř-i-cet-i-minut-ov-ý
pětiminutový	pět-i-minut-ov-ý
desetiminutový	deset-i-minut-ov-ý
čtyřminutový	čtyř-minut-ov-ý
bytový	by-t-ov-ý
nebytový	ne-byt-ov-ý
odchytový	od-chyt-ov-ý
představový	před-stav-ov-ý
kovový	kov-ov-ý
faxový	fax-ov-ý
xeroxový	xerox-ov-ý
dvoufázový	dv-ou-fáz-ov-ý
obrazový	ob-raz-ov-ý
jednorázový	jedn-o-ráz-ov-ý
březový	břez-ov-ý
průřezový	prů-řez-ov-ý
protikrizový	proti-kriz-ov-ý
protiskluzový	proti-s-kluz-ov-ý
křížový	kříž-ov-ý
hodobožový	hod-o-bož-ov-ý
růžový	růž-ov-ý
temněrůžový	temn-ě-růž-ov-ý
barvy	barv-y
černobrvý	čern-o-brv-ý
rezervy	re-zerv-y
prvý	prv-ý
stoprvý	stoprv-ý
mrtvý	mrtv-ý
čerstvý	čerstv-ý
vrstvy	vrstv-y
pětivrstvý	pět-i-vrstv-ý
lalokoploutvý	lalok-o-ploutv-ý
paprskoploutvý	paprsk-o-ploutv-ý
domluvy	do-mluv-y
žluvy	žluv-y
smlouvy	s-mlouv-y
detektývy	de-tekt-ýv-y
odezvy	ode-zv-y
faxy	fax-y
biosexy	bio-sexy
výýý	výýý
důkazy	dů-kaz-y
výkazy	vý-kaz-y
obrazy	ob-raz-y
mrazy	mraz-y
výrazy	vý-raz-y
dotazy	do-taz-y
obvazy	ob-vaz-y
provazy	pro-vaz-y
nálezy	ná-lez-y
vynálezy	vy-ná-lez-y
hypotézy	hypo-téz-y
tebrizy	tebriz-y
břízy	bříz-y
slzy	slz-y
sarkozy	sarkozy
prognózy	pro-gnóz-y
aterosklerózy	atero-skler-óz-y
vozy	voz-y
brzy	brzy
drzý	drz-ý
burzy	burz-y
kurzy	kurz-y
hrůzy	hrůz-y
analýzy	ana-lýz-y
liaz	liaz
zákaz	zá-kaz
příkaz	pří-kaz
makropříkaz	makro-pří-kaz
stávkokaz	stáv-k-o-kaz
zrnokaz	zrn-o-kaz
révokaz	rév-o-kaz
dřevokaz	dřev-o-kaz
skaz	skaz
úkaz	ú-kaz
důkaz	dů-kaz
rozkaz	roz-kaz
vzkaz	vz-kaz
láz	láz
plaz	plaz
dálkoplaz	dál-k-o-plaz
máz	máz
nesnáz	ne-snáz
raz	raz
ráz	ráz
naráz	na-ráz
obraz	ob-raz
předobraz	před-ob-raz
fotoobraz	foto-ob-raz
odraz	od-raz
svéráz	sv-é-ráz
hráz	hráz
mráz	mráz
sraz	s-raz
důraz	dů-raz
vráz	vráz
výraz	vý-raz
zraz	zraz
saz	saz
dotaz	do-taz
provaz	pro-vaz
svaz	s-vaz
bez	bez
čez	čez
bezděz	bezděz
fez	fez
jez	jez
vynález	vy-ná-lez
schodolez	s-chod-o-lez
slez	s-lez
sléz	sléz
vylez	vy-lez
mez	mez
peněz	peněz
kněz	kněz
rez	rez
dřez	dřez
zubořez	zub-o-řez
hrdlořez	hrdl-o-řez
křovinořez	křov-in-o-řez
závitořez	zá-vi-t-o-řez
dřevořez	dřev-o-řez
vřez	vřez
řetěz	řetěz
vítěz	vítěz
hypotéz	hypo-téz
neuroprotéz	neuro-pro-téz
věz	věz
přivez	při-vez
pověz	po-věz
sliz	sliz
peníz	peníz
špíz	špíz
viz	viz
kviz	kviz
fotokvíz	fot-o-kvíz
pejz	pejz
prejz	prejz
slz	slz
impulz	im-pulz
franz	franz
heinz	heinz
schinz	schinz
bronz	bronz
shoz	shoz
vhoz	vhoz
dovoz	do-voz
provoz	pro-voz
vývoz	vý-voz
schwarz	schwarz
herz	herz
merz	merz
skrz	skrz
skrznaskrz	skrz-na-skrz
naveskrz	na-ve-skrz
kurz	kurz
konkurz	konkurz
skorokonkurz	skoro-konkurz
rychlokurz	rychl-o-kurz
tvrz	tvrz
tz	t-z
batz	batz
odvétz	od-vét-z
deutz	deutz
vůz	vůz
radiovůz	radi-o-vůz
pyrovůz	pyro-vůz
matfyz	mat-fyz
kyz	kyz
škýz	škýz
hmyz	hmyz
jazz	jazz
fizz	fizz
až	až
peáž	peáž
ukaž	u-kaž
koláž	koláž
pláž	pláž
nudapláž	nuda-pláž
maž	maž
gramáž	gram-áž
lymfodrenáž	lymf-o-dren-áž
špionáž	špion-áž
ráž	ráž
baráž	baráž
garáž	garáž
kilometráž	kilo-metr-áž
stráž	stráž
kuráž	kuráž
masáž	mas-áž
pasáž	pasáž
vernisáž	vernis-áž
táž	t-áž
montáž	mont-áž
fotomontáž	fot-o-mont-áž
sabotáž	sabot-áž
reportáž	re-port-áž
fotoreportáž	fot-o-re-port-áž
stáž	stáž
považ	po-važ
bridž	bridž
odkudž	od-k-ud-ž
hadždž	hadždž
běž	běž
drůbež	drůb-ež
načež	na-č-ež
pročež	pro-č-ež
mládež	mlád-ež
krádež	krád-ež
svatokrádež	svat-o-krád-ež
kdež	kd-e-ž
jež	j-e-ž
kéž	kéž
lež	lež
než	než
něž	n-ě-ž
rovněž	rovněž
papež	papež
loupež	loup-ež
rež	rež
též	též
přítěž	pří-těž
taktéž	tak-též
tamtéž	tam-t-éž
tímtéž	t-ím-t-éž
totéž	t-o-t-éž
soutěž	sou-těž
fotosoutěž	fot-o-soutěž
tutéž	t-u-t-éž
věž	věž
jichž	j-ich-ž
jejichž	jej-ich-ž
nichž	n-ich-ž
číž	číž
budiž	bud-iž
tudíž	tudíž
již	již
jejíž	jej-í-ž
jimiž	j-imi-ž
nimiž	n-imi-ž
niž	n-i-ž
níž	níž
aniž	aniž
spíž	spíž
paříž	paříž
kroměříž	kroměříž
kříž	kříž
mříž	mříž
tíž	tíž
obtíž	ob-tíž
potíž	po-tíž
totiž	totiž
prestiž	prestiž
jejž	j-ej-ž
nějž	n-ěj-ž
mlž	mlž
plž	plž
přičemž	při-č-em-ž
němž	n-ěm-ž
čímž	č-ím-ž
jimž	j-im-ž
jímž	j-ím-ž
jejímž	jej-ím-ž
nimž	n-im-ž
týmž	t-ým-ž
jenž	jen-ž
což	c-o-ž
kdož	kd-o-ž
čehož	č-eho-ž
jehož	j-eho-ž
něhož	n-ěho-ž
téhož	t-ého-ž
jakož	jak-o-ž
jelikož	jelikož
polož	po-lož
slož	slož
velmož	vel-mož
brož	brož
mrož	mrož
tož	tož
natož	na-t-o-ž
alebrž	alebrž
nýbrž	nýbrž
nádrž	ná-drž
serž	serž
smrž	smrž
přítrž	přítrž
průtrž	prů-trž
už	už
kaluž	kaluž
muž	muž
jemuž	j-emu-ž
nůž	nůž
užuž	už-už
když	když
bělolanýž	běl-o-lanýž
týž	t-ýž
řeknout	řek-nou-t
zbývat	z-bý-v-a-t
prohrát	pro-hrá-t
vzrůst	vz-růs-t
doprovázet	do-pro-váz-e-t
způsobovat	z-pů-sob-ova-t
zaujímat	za-u-jím-a-t
zpochybnit	z-po-chyb-n-i-t
nabývat	na-bý-v-a-t
argumentovat	argu-ment-ova-t
rezignovat	re-zign-ova-t
pokrývat	po-krý-v-a-t
zpochybňovat	z-po-chyb-ň-ova-t
přesvědčovat	pře-s-věd-č-ova-t
prohrávat	pro-hrá-v-a-t
spatřovat	s-patř-ova-t
propojit	pro-poj-i-t
bejt	bej-t
vyslovovat	vy-slov-ova-t
iniciovat	in-ici-ova-t
přetrvávat	pře-trv-á-v-a-t
prověřovat	pro-věř-ova-t
stanovovat	stan-ov-ova-t
rekonstruovat	re-kon-stru-ova-t
tvářet	tvář-e-t
kontaktovat	kon-takt-ova-t
odsouhlasit	od-sou-hlas-i-t
hrávat	hrá-v-a-t
zaznívat	za-zn-í-v-a-t
oslabovat	o-slab-ova-t
završit	za-vrš-i-t
odvozit	od-voz-i-t
konzumovat	kon-zum-ova-t
hospitalizovat	hospit-al-iz-ova-t
chodívat	chod-í-v-a-t
podnítit	pod-nít-i-t
sponzorovat	sponz-or-ova-t
monitorovat	mon-it-or-ova-t
vyprodukovat	vy-pro-duk-ova-t
odvysílat	od-vy-síl-a-t
jistit	jist-i-t
zprivatizovat	z-priv-at-iz-ova-t
upřednostňovat	u-před-n-ost-ň-ova-t
rehabilitovat	re-hab-il-it-ova-t
zahřívat	za-hří-v-a-t
odestát	ode-stá-t
směrovat	směr-ova-t
vylepšovat	vy-lep-š-ova-t
vynaleznout	vy-na-lez-nou-t
dořešit	do-řeš-i-t
mrtvět	mrt-v-ě-t
navýšit	na-výš-i-t
indikovat	in-dik-ova-t
zprovoznit	z-pro-voz-n-i-t
zviditelnit	z-vid-i-tel-n-i-t
ochutit	o-chut-i-t
prošetřit	pro-šetř-i-t
nastřelit	na-střel-i-t
slézt	s-léz-t
navozovat	na-voz-ova-t
stříhat	stříh-a-t
úročit	ú-roč-i-t
zbrzdit	z-brzd-i-t
střetávat	střet-á-v-a-t
dostavovat	do-stav-ova-t
dohrávat	do-hrá-v-a-t
propojovat	pro-poj-ova-t
prohledávat	pro-hled-á-v-a-t
nasměrovat	na-směr-ova-t
zformulovat	z-form-ul-ova-t
předurčovat	před-urč-ova-t
vytyčit	vy-tyč-i-t
zavzpomínat	za-vz-po-mín-a-t
faxovat	fax-ova-t
podusit	po-dus-i-t
liberalizovat	liber-al-iz-ova-t
přitvrdit	při-tvrd-i-t
šéfovat	šéf-ova-t
prošetřovat	pro-šetř-ova-t
umisťovat	u-misť-ova-t
proklínat	pro-kl-ín-a-t
optimalizovat	optim-al-iz-ova-t
zohlednit	z-o-hled-n-i-t
vytipovat	vy-tip-ova-t
zdravět	zdrav-ě-t
prolétnout	pro-lét-nou-t
avizovat	a-viz-ova-t
naprogramovat	na-pro-gram-ova-t
načrtnout	na-črt-nou-t
vystoupat	vy-stoup-a-t
proinvestovat	pro-in-vest-ova-t
dokreslovat	do-kres-l-ova-t
vycestovat	vy-cest-ova-t
odstupovat	od-stup-ova-t
klidnit	klid-n-i-t
odstřihnout	od-střih-nou-t
odeznít	ode-zn-í-t
okouzlovat	o-kouzl-ova-t
spoluvytvářet	spolu-vy-tvář-e-t
zohledňovat	z-o-hled-ň-ova-t
nárokovat	ná-rok-ova-t
rozčilit	roz-čil-i-t
poměřovat	po-měř-ova-t
převracet	pře-v-rac-e-t
poskládat	po-s-klád-a-t
spávat	sp-á-v-a-t
vzpamatovávat	vz-pa-mat-ová-v-a-t
hlavičkovat	hlav-ič-k-ova-t
jezdívat	jezd-í-v-a-t
destabilizovat	de-st-abil-iz-ova-t
přistavit	při-stav-i-t
zvýraznět	z-vý-raz-n-ě-t
cejtit	cejt-i-t
zobchodovat	z-ob-chod-ova-t
pohupovat	po-hup-ova-t
grilovat	gril-ova-t
zkolabovat	z-ko-lab-ova-t
nastolovat	na-stol-ova-t
odbočovat	od-boč-ova-t
pojmenovávat	po-jmen-ová-v-a-t
uspěchat	u-spěch-a-t
zhodnocovat	z-hod-n-oc-ova-t
lobbovat	lobb-ova-t
tečovat	teč-ova-t
nazpívat	na-z-pí-v-a-t
odhlédnout	od-hléd-nou-t
rozeběhnout	roze-běh-nou-t
znejistět	z-ne-jist-ě-t
zabodovat	za-bod-ova-t
zaobírat	za-o-bír-a-t
načasovat	na-čas-ova-t
znevýhodnit	z-ne-vý-hod-n-i-t
oslňovat	o-slň-ova-t
poputovat	po-put-ova-t
programovat	pro-gram-ova-t
zintenzívnit	z-in-tenz-ív-n-i-t
dochutit	do-chut-i-t
upřednostnit	u-před-n-ost-n-i-t
pózovat	póz-ova-t
zdolávat	z-dol-á-v-a-t
naservírovat	na-serv-ír-ova-t
zdokumentovat	z-doku-ment-ova-t
vyjmenovávat	vy-jmen-ová-v-a-t
implementovat	im-ple-ment-ova-t
relaxovat	re-lax-ova-t
zmanipulovat	z-mani-pul-ova-t
zpozornět	z-pozor-n-ě-t
provázat	pro-váz-a-t
pouzdřit	pouzdř-i-t
nafouknout	na-fouk-nou-t
zabydlovat	za-bydl-ova-t
naordinovat	na-ordin-ova-t
osahávat	o-sah-á-v-a-t
psávat	ps-á-v-a-t
akcelerovat	ak-celer-ova-t
zakonzervovat	za-kon-zerv-ova-t
zlevňovat	z-lev-ň-ova-t
vyžívat	vy-ží-v-a-t
znevýhodňovat	z-ne-vý-hod-ň-ova-t
zakomponovat	za-kom-pon-ova-t
odkráčet	od-kráč-e-t
těžkat	těžk-a-t
zprůhlednit	z-prů-hled-n-i-t
zmasakrovat	z-masakr-ova-t
přemisťovat	pře-misť-ova-t
zdevastovat	z-de-vast-ova-t
zaštiťovat	za-štiť-ova-t
zachytat	za-chyt-a-t
recyklovat	re-cykl-ova-t
odreagovat	od-re-ag-ova-t
archivovat	archiv-ova-t
prodražovat	pro-draž-ova-t
prozkoumávat	pro-z-koum-á-v-a-t
nosívat	nos-í-v-a-t
slovit	s-lov-i-t
odpočítávat	od-po-čít-á-v-a-t
odzkoušet	od-z-kouš-e-t
relativizovat	re-lat-iv-iz-ova-t
kliknout	klik-nou-t
strukturovat	strukt-ur-ova-t
detekovat	de-tek-ova-t
vervat	ve-rv-a-t
devastovat	de-vast-ova-t
hejbat	hejb-a-t
odchytat	od-chyt-a-t
přemnožit	pře-množ-i-t
vyhecovat	vy-hec-ova-t
zkolaudovat	z-ko-laud-ova-t
krystalizovat	krystal-iz-ova-t
naaranžovat	na-a-ranž-ova-t
okomentovat	o-ko-ment-ova-t
parazitovat	para-zit-ova-t
maximalizovat	maxim-al-iz-ova-t
přerozdělovat	pře-roz-děl-ova-t
vykreslovat	vy-kres-l-ova-t
vytěsnit	vy-těsn-i-t
vyšlechtit	vy-šlecht-i-t
vytypovat	vy-typ-ova-t
připočítávat	při-po-čít-á-v-a-t
přizvukovat	při-zvuk-ova-t
vynásobit	vy-ná-sob-i-t
zatrnout	za-trn-ou-t
přepočítávat	pře-po-čít-á-v-a-t
reprízovat	re-príz-ova-t
vystartovat	vy-start-ova-t
zviditelňovat	z-vid-i-tel-ň-ova-t
krachovat	krach-ova-t
implantovat	im-plant-ova-t
převelet	pře-vel-e-t
zlít	z-lí-t
zábst	zábs-t
dokladovat	do-klad-ova-t
nasrat	na-sr-a-t
rozklepat	roz-klep-a-t
trefovat	tref-ova-t
kompletovat	kom-plet-ova-t
vytunelovat	vy-tunel-ova-t
natrénovat	na-trén-ova-t
sundávat	s-und-á-v-a-t
končívat	konč-í-v-a-t
nalistovat	na-list-ova-t
odchytit	od-chyt-i-t
rozmixovat	roz-mix-ova-t
reinvestovat	re-in-vest-ova-t
vyšachovat	vy-šach-ova-t
znevažovat	z-ne-važ-ova-t
zpanikařit	z-pan-ik-ař-i-t
převyprávět	pře-vy-práv-ě-t
přezkoumávat	pře-z-koum-á-v-a-t
zkonzumovat	z-kon-zum-ova-t
moudřet	moudř-e-t
koučovat	kouč-ova-t
odstátnit	od-stát-n-i-t
ohraničovat	o-hran-ič-ova-t
završovat	za-vrš-ova-t
pročesávat	pro-čes-á-v-a-t
zpestřovat	z-pestř-ova-t
dolaďovat	do-laď-ova-t
prošvihnout	pro-švih-nou-t
nařasit	na-řas-i-t
frustrovat	frustr-ova-t
popohánět	po-po-hán-ě-t
surfovat	surf-ova-t
vpříst	v-přís-t
vyúsťovat	vy-úsť-ova-t
fetovat	fet-ova-t
filozofovat	filo-zof-ova-t
odpoutávat	od-pout-á-v-a-t
ukotvit	u-kotv-i-t
zklidňovat	z-klid-ň-ova-t
zkopírovat	z-kop-ír-ova-t
prosytit	pro-syt-i-t
odblokovat	od-blok-ova-t
poměřit	po-měř-i-t
obstoupit	ob-stoup-i-t
oddlužit	od-dluž-i-t
ozvláštnit	o-zvlášt-n-i-t
problematizovat	pro-blem-at-iz-ova-t
vytěsňovat	vy-těsň-ova-t
brávat	br-á-v-a-t
kšeftovat	kšeft-ova-t
polidštit	po-lid-št-i-t
odcentrovat	od-centr-ova-t
ztroskotávat	z-trosk-ot-á-v-a-t
poohlížet	po-o-hlíž-e-t
překulit	pře-kul-i-t
stresovat	stres-ova-t
umoudřit	u-moudř-i-t
absentovat	ab-sent-ova-t
vyinkasovat	vy-in-kas-ova-t
vyndávat	vy-nd-á-v-a-t
zdávat	z-dá-v-a-t
připojistit	při-po-jist-i-t
