novy par: afakie --> afakický	 pravidlo: N-e --> A-cký
novy par: Falc --> Falcon	 pravidlo: N- --> N-on
novy par: fara --> faraon	 pravidlo: N- --> N-on
novy par: Farmak --> Farmakon	 pravidlo: N- --> N-on
novy par: Fergus --> Ferguson	 pravidlo: N- --> N-on
novy par: fermi --> fermion	 pravidlo: N- --> N-on
novy par: fest --> feston	 pravidlo: N- --> N-on
novy par: Fil --> Filon	 pravidlo: N- --> N-on
novy par: flak --> flakon	 pravidlo: N- --> N-on
novy par: Galt --> Galton	 pravidlo: N- --> N-on
novy par: Gers --> Gerson	 pravidlo: N- --> N-on
novy par: Gibb --> Gibbon	 pravidlo: N- --> N-on
novy par: gnóm --> gnómon	 pravidlo: N- --> N-on
novy par: grafik --> grafikon	 pravidlo: N- --> N-on
novy par: Guri --> Gurion	 pravidlo: N- --> N-on
novy par: hadr --> hadron	 pravidlo: N- --> N-on
novy par: Ham --> Hamon	 pravidlo: N- --> N-on
novy par: Hans --> Hanson	 pravidlo: N- --> N-on
novy par: Hans --> Hanson	 pravidlo: N- --> N-on
novy par: Haris --> Harison	 pravidlo: N- --> N-on
novy par: Harris --> Harrison	 pravidlo: N- --> N-on
novy par: Hawkins --> Hawkinson	 pravidlo: N- --> N-on
novy par: Herm --> Hermon	 pravidlo: N- --> N-on
novy par: Higgins --> Higginson	 pravidlo: N- --> N-on
novy par: Hilt --> Hilton	 pravidlo: N- --> N-on
novy par: Hilt --> Hilton	 pravidlo: N- --> N-on
novy par: Holst --> Holston	 pravidlo: N- --> N-on
novy par: Hopkins --> Hopkinson	 pravidlo: N- --> N-on
novy par: Hort --> Horton	 pravidlo: N- --> N-on
novy par: Hort --> Horton	 pravidlo: N- --> N-on
novy par: Hort --> Horton	 pravidlo: N- --> N-on
novy par: Hur --> Huron	 pravidlo: N- --> N-on
novy par: Hust --> Huston	 pravidlo: N- --> N-on
novy par: Char --> Charon	 pravidlo: N- --> N-on
novy par: Ir --> Iron	 pravidlo: N- --> N-on
novy par: Jacobs --> Jacobson	 pravidlo: N- --> N-on
novy par: James --> Jameson	 pravidlo: N- --> N-on
novy par: Jar --> Jaron	 pravidlo: N- --> N-on
novy par: Jas --> Jason	 pravidlo: N- --> N-on
novy par: Jeffers --> Jefferson	 pravidlo: N- --> N-on
novy par: Jens --> Jenson	 pravidlo: N- --> N-on
novy par: Jobs --> Jobson	 pravidlo: N- --> N-on
novy par: Johns --> Johnson	 pravidlo: N- --> N-on
novy par: kant --> kanton	 pravidlo: N- --> N-on
novy par: Kent --> Kenton	 pravidlo: N- --> N-on
novy par: kok --> kokon	 pravidlo: N- --> N-on
novy par: komplex --> komplexon	 pravidlo: N- --> N-on
novy par: kord --> kordon	 pravidlo: N- --> N-on
novy par: Kr --> Kron	 pravidlo: N- --> N-on
novy par: La --> Laon	 pravidlo: N- --> N-on
novy par: Lars --> Larson	 pravidlo: N- --> N-on
novy par: Le --> Leon	 pravidlo: N- --> N-on
novy par: lem --> lemon	 pravidlo: N- --> N-on
novy par: lept --> lepton	 pravidlo: N- --> N-on
novy par: Lev --> Levon	 pravidlo: N- --> N-on
novy par: log --> logon	 pravidlo: N- --> N-on
novy par: loti --> lotion	 pravidlo: N- --> N-on
novy par: Mac --> Macon	 pravidlo: N- --> N-on
novy par: Magi --> Magion	 pravidlo: N- --> N-on
novy par: magnet --> magneton	 pravidlo: N- --> N-on
novy par: Magnet --> Magneton	 pravidlo: N- --> N-on
novy par: Mach --> Machon	 pravidlo: N- --> N-on
novy par: mam --> mamon	 pravidlo: N- --> N-on
novy par: Man --> Manon	 pravidlo: N- --> N-on
novy par: Mans --> Manson	 pravidlo: N- --> N-on
novy par: Mans --> Manson	 pravidlo: N- --> N-on
novy par: Mari --> Marion	 pravidlo: N- --> N-on
novy par: Mari --> Marion	 pravidlo: N- --> N-on
novy par: Mart --> Marton	 pravidlo: N- --> N-on
novy par: Masters --> Masterson	 pravidlo: N- --> N-on
novy par: Max --> Maxon	 pravidlo: N- --> N-on
novy par: Meyers --> Meyerson	 pravidlo: N- --> N-on
novy par: mez --> mezon	 pravidlo: N- --> N-on
novy par: Michels --> Michelson	 pravidlo: N- --> N-on
novy par: Mir --> Miron	 pravidlo: N- --> N-on
novy par: Moris --> Morison	 pravidlo: N- --> N-on
novy par: Mor --> Moron	 pravidlo: N- --> N-on
novy par: Morris --> Morrison	 pravidlo: N- --> N-on
novy par: Nathans --> Nathanson	 pravidlo: N- --> N-on
novy par: Nels --> Nelson	 pravidlo: N- --> N-on
novy par: Nels --> Nelson	 pravidlo: N- --> N-on
novy par: Ner --> Neron	 pravidlo: N- --> N-on
novy par: News --> Newson	 pravidlo: N- --> N-on
novy par: Niels --> Nielson	 pravidlo: N- --> N-on
novy par: Nichols --> Nicholson	 pravidlo: N- --> N-on
novy par: Nichols --> Nicholson	 pravidlo: N- --> N-on
novy par: Nichols --> Nicholson	 pravidlo: N- --> N-on
novy par: Nichols --> Nicholson	 pravidlo: N- --> N-on
novy par: Nik --> Nikon	 pravidlo: N- --> N-on
novy par: Nik --> Nikon	 pravidlo: N- --> N-on
novy par: Nils --> Nilson	 pravidlo: N- --> N-on
novy par: noumen --> noumenon	 pravidlo: N- --> N-on
novy par: Ori --> Orion	 pravidlo: N- --> N-on
novy par: Ori --> Orion	 pravidlo: N- --> N-on
novy par: Ort --> Orton	 pravidlo: N- --> N-on
novy par: panegyrik --> panegyrikon	 pravidlo: N- --> N-on
novy par: Pap --> Papon	 pravidlo: N- --> N-on
novy par: paradox --> paradoxon	 pravidlo: N- --> N-on
novy par: pard --> pardon	 pravidlo: N- --> N-on
novy par: Parkins --> Parkinson	 pravidlo: N- --> N-on
novy par: Pat --> Paton	 pravidlo: N- --> N-on
novy par: Pears --> Pearson	 pravidlo: N- --> N-on
novy par: pe --> peon	 pravidlo: N- --> N-on
novy par: perm --> permon	 pravidlo: N- --> N-on
novy par: Perm --> Permon	 pravidlo: N- --> N-on
novy par: Peters --> Peterson	 pravidlo: N- --> N-on
novy par: pyl --> pylon	 pravidlo: N- --> N-on
novy par: rad --> radon	 pravidlo: N- --> N-on
novy par: Raim --> Raimon	 pravidlo: N- --> N-on
novy par: Raim --> Raimon	 pravidlo: N- --> N-on
novy par: Rat --> Raton	 pravidlo: N- --> N-on
novy par: Re --> Reon	 pravidlo: N- --> N-on
novy par: Richards --> Richardson	 pravidlo: N- --> N-on
novy par: Richards --> Richardson	 pravidlo: N- --> N-on
novy par: Ri --> Rion	 pravidlo: N- --> N-on
novy par: Roberts --> Robertson	 pravidlo: N- --> N-on
novy par: Robins --> Robinson	 pravidlo: N- --> N-on
novy par: Robins --> Robinson	 pravidlo: N- --> N-on
novy par: Rodi --> Rodion	 pravidlo: N- --> N-on
novy par: Rogers --> Rogerson	 pravidlo: N- --> N-on
novy par: Rubik --> Rubikon	 pravidlo: N- --> N-on
novy par: Salam --> Salamon	 pravidlo: N- --> N-on
novy par: Samuels --> Samuelson	 pravidlo: N- --> N-on
novy par: Sanders --> Sanderson	 pravidlo: N- --> N-on
novy par: Sarg --> Sargon	 pravidlo: N- --> N-on
novy par: sil --> silon	 pravidlo: N- --> N-on
novy par: Simi --> Simion	 pravidlo: N- --> N-on
novy par: Sim --> Simon	 pravidlo: N- --> N-on
novy par: Sim --> Simon	 pravidlo: N- --> N-on
novy par: Simson --> Simonson	 pravidlo: N- --> N-on
novy par: Sint --> Sinton	 pravidlo: N- --> N-on
novy par: skelet --> skeleton	 pravidlo: N- --> N-on
novy par: Stevens --> Stevenson	 pravidlo: N- --> N-on
novy par: Stevens --> Stevenson	 pravidlo: N- --> N-on
novy par: st --> ston	 pravidlo: N- --> N-on
novy par: šat --> šaton	 pravidlo: N- --> N-on
novy par: Thoms --> Thomson	 pravidlo: N- --> N-on
novy par: Th --> Thon	 pravidlo: N- --> N-on
novy par: Tim --> Timon	 pravidlo: N- --> N-on
novy par: tori --> torion	 pravidlo: N- --> N-on
novy par: Toul --> Toulon	 pravidlo: N- --> N-on
novy par: Trent --> Trenton	 pravidlo: N- --> N-on
novy par: trog --> trogon	 pravidlo: N- --> N-on
novy par: tur --> turon	 pravidlo: N- --> N-on
novy par: Uni --> Union	 pravidlo: N- --> N-on
novy par: Vach --> Vachon	 pravidlo: N- --> N-on
novy par: val --> valon	 pravidlo: N- --> N-on
novy par: Val --> Valon	 pravidlo: N- --> N-on
novy par: Virt --> Virton	 pravidlo: N- --> N-on
novy par: vis --> vison	 pravidlo: N- --> N-on
novy par: výr --> výron	 pravidlo: N- --> N-on
novy par: Walt --> Walton	 pravidlo: N- --> N-on
novy par: Walt --> Walton	 pravidlo: N- --> N-on
novy par: West --> Weston	 pravidlo: N- --> N-on
novy par: Wilkins --> Wilkinson	 pravidlo: N- --> N-on
novy par: Williams --> Williamson	 pravidlo: N- --> N-on
novy par: Williams --> Williamson	 pravidlo: N- --> N-on
novy par: Wilt --> Wilton	 pravidlo: N- --> N-on
novy par: Woods --> Woodson	 pravidlo: N- --> N-on
novy par: Zev --> Zevon	 pravidlo: N- --> N-on
novy par: žet --> žeton	 pravidlo: N- --> N-on
novy par: Abram --> Abramov	 pravidlo: N- --> N-ov
novy par: Adam --> Adamov	 pravidlo: N- --> N-ov
novy par: Achmed --> Achmedov	 pravidlo: N- --> N-ov
novy par: Albert --> Albertov	 pravidlo: N- --> N-ov
novy par: Alexandr --> Alexandrov	 pravidlo: N- --> N-ov
novy par: Alojz --> Alojzov	 pravidlo: N- --> N-ov
novy par: Amat --> Amatov	 pravidlo: N- --> N-ov
novy par: Angel --> Angelov	 pravidlo: N- --> N-ov
novy par: Anton --> Antonov	 pravidlo: N- --> N-ov
novy par: Antonín --> Antonínov	 pravidlo: N- --> N-ov
novy par: Arbat --> Arbatov	 pravidlo: N- --> N-ov
novy par: Arnold --> Arnoldov	 pravidlo: N- --> N-ov
novy par: Atanas --> Atanasov	 pravidlo: N- --> N-ov
novy par: Bak --> Bakov	 pravidlo: N- --> N-ov
novy par: balík --> balíkov	 pravidlo: N- --> N-ov
novy par: Balík --> Balíkov	 pravidlo: N- --> N-ov
novy par: Batman --> Batmanov	 pravidlo: N- --> N-ov
novy par: Bavor --> Bavorov	 pravidlo: N- --> N-ov
novy par: Beck --> Beckov	 pravidlo: N- --> N-ov
novy par: Bedřich --> Bedřichov	 pravidlo: N- --> N-ov
novy par: Benedikt --> Benediktov	 pravidlo: N- --> N-ov
novy par: Beneš --> Benešov	 pravidlo: N- --> N-ov
novy par: Beran --> Beranov	 pravidlo: N- --> N-ov
novy par: Bezděk --> Bezděkov	 pravidlo: N- --> N-ov
novy par: Bíl --> Bílov	 pravidlo: N- --> N-ov
novy par: Bogdan --> Bogdanov	 pravidlo: N- --> N-ov
novy par: Boris --> Borisov	 pravidlo: N- --> N-ov
novy par: Broum --> Broumov	 pravidlo: N- --> N-ov
novy par: Can --> Canov	 pravidlo: N- --> N-ov
novy par: Čech --> Čechov	 pravidlo: N- --> N-ov
novy par: Dal --> Dalov	 pravidlo: N- --> N-ov
novy par: David --> Davidov	 pravidlo: N- --> N-ov
novy par: Denis --> Denisov	 pravidlo: N- --> N-ov
novy par: Dimitr --> Dimitrov	 pravidlo: N- --> N-ov
novy par: Dimitr --> Dimitrov	 pravidlo: N- --> N-ov
novy par: Diviš --> Divišov	 pravidlo: N- --> N-ov
novy par: dom --> domov	 pravidlo: N- --> N-ov
novy par: Fedor --> Fedorov	 pravidlo: N- --> N-ov
novy par: Filip --> Filipov	 pravidlo: N- --> N-ov
novy par: Fjodor --> Fjodorov	 pravidlo: N- --> N-ov
novy par: Gavril --> Gavrilov	 pravidlo: N- --> N-ov
novy par: Gec --> Gecov	 pravidlo: N- --> N-ov
novy par: Golik --> Golikov	 pravidlo: N- --> N-ov
novy par: Gottwald --> Gottwaldov	 pravidlo: N- --> N-ov
novy par: Habart --> Habartov	 pravidlo: N- --> N-ov
novy par: Háj --> Hájov	 pravidlo: N- --> N-ov
novy par: Harrach --> Harrachov	 pravidlo: N- --> N-ov
novy par: Heřman --> Heřmanov	 pravidlo: N- --> N-ov
novy par: Hrach --> Hrachov	 pravidlo: N- --> N-ov
novy par: Hron --> Hronov	 pravidlo: N- --> N-ov
novy par: Husejn --> Husejnov	 pravidlo: N- --> N-ov
novy par: Chan --> Chanov	 pravidlo: N- --> N-ov
novy par: ch --> chov	 pravidlo: N- --> N-ov
novy par: Chod --> Chodov	 pravidlo: N- --> N-ov
novy par: Isak --> Isakov	 pravidlo: N- --> N-ov
novy par: Ismail --> Ismailov	 pravidlo: N- --> N-ov
novy par: Ivan --> Ivanov	 pravidlo: N- --> N-ov
novy par: Jaak --> Jaakov	 pravidlo: N- --> N-ov
novy par: Jáchym --> Jáchymov	 pravidlo: N- --> N-ov
novy par: Jak --> Jakov	 pravidlo: N- --> N-ov
novy par: Jakub --> Jakubov	 pravidlo: N- --> N-ov
novy par: Jan --> Janov	 pravidlo: N- --> N-ov
novy par: Jar --> Jarov	 pravidlo: N- --> N-ov
novy par: Jaroš --> Jarošov	 pravidlo: N- --> N-ov
novy par: Jefim --> Jefimov	 pravidlo: N- --> N-ov
novy par: Jegor --> Jegorov	 pravidlo: N- --> N-ov
novy par: Jež --> Ježov	 pravidlo: N- --> N-ov
novy par: Jindřich --> Jindřichov	 pravidlo: N- --> N-ov
novy par: Jiřík --> Jiříkov	 pravidlo: N- --> N-ov
novy par: Jordan --> Jordanov	 pravidlo: N- --> N-ov
novy par: Josef --> Josefov	 pravidlo: N- --> N-ov
novy par: Kalmyk --> Kalmykov	 pravidlo: N- --> N-ov
novy par: Karim --> Karimov	 pravidlo: N- --> N-ov
novy par: Karl --> Karlov	 pravidlo: N- --> N-ov
novy par: Kaspar --> Kasparov	 pravidlo: N- --> N-ov
novy par: Kazak --> Kazakov	 pravidlo: N- --> N-ov
novy par: Kiril --> Kirilov	 pravidlo: N- --> N-ov
novy par: Kiril --> Kirilov	 pravidlo: N- --> N-ov
novy par: Kirill --> Kirillov	 pravidlo: N- --> N-ov
novy par: Kir --> Kirov	 pravidlo: N- --> N-ov
novy par: Klepáč --> Klepáčov	 pravidlo: N- --> N-ov
novy par: Klíč --> Klíčov	 pravidlo: N- --> N-ov
novy par: Kliment --> Klimentov	 pravidlo: N- --> N-ov
novy par: Konstantin --> Konstantinov	 pravidlo: N- --> N-ov
novy par: Košťál --> Košťálov	 pravidlo: N- --> N-ov
novy par: Kozák --> Kozákov	 pravidlo: N- --> N-ov
novy par: Krasoň --> Krasoňov	 pravidlo: N- --> N-ov
novy par: Krn --> Krnov	 pravidlo: N- --> N-ov
novy par: Kryl --> Krylov	 pravidlo: N- --> N-ov
novy par: Kulik --> Kulikov	 pravidlo: N- --> N-ov
novy par: Lask --> Laskov	 pravidlo: N- --> N-ov
novy par: Lazar --> Lazarov	 pravidlo: N- --> N-ov
novy par: Leon --> Leonov	 pravidlo: N- --> N-ov
novy par: Leopold --> Leopoldov	 pravidlo: N- --> N-ov
novy par: Link --> Linkov	 pravidlo: N- --> N-ov
novy par: Lorenz --> Lorenzov	 pravidlo: N- --> N-ov
novy par: Ludvík --> Ludvíkov	 pravidlo: N- --> N-ov
novy par: Lukáš --> Lukášov	 pravidlo: N- --> N-ov
novy par: Lynch --> Lynchov	 pravidlo: N- --> N-ov
novy par: Madžid --> Madžidov	 pravidlo: N- --> N-ov
novy par: Mach --> Machov	 pravidlo: N- --> N-ov
novy par: Major --> Majorov	 pravidlo: N- --> N-ov
novy par: Makar --> Makarov	 pravidlo: N- --> N-ov
novy par: Mak --> Makov	 pravidlo: N- --> N-ov
novy par: Mark --> Markov	 pravidlo: N- --> N-ov
novy par: Mark --> Markov	 pravidlo: N- --> N-ov
novy par: Marš --> Maršov	 pravidlo: N- --> N-ov
novy par: Martin --> Martinov	 pravidlo: N- --> N-ov
novy par: Mart --> Martov	 pravidlo: N- --> N-ov
novy par: Martyn --> Martynov	 pravidlo: N- --> N-ov
novy par: Maxim --> Maximov	 pravidlo: N- --> N-ov
novy par: Max --> Maxov	 pravidlo: N- --> N-ov
novy par: Melnik --> Melnikov	 pravidlo: N- --> N-ov
novy par: Michail --> Michailov	 pravidlo: N- --> N-ov
novy par: Michal --> Michalov	 pravidlo: N- --> N-ov
novy par: Mik --> Mikov	 pravidlo: N- --> N-ov
novy par: Miron --> Mironov	 pravidlo: N- --> N-ov
novy par: Mladen --> Mladenov	 pravidlo: N- --> N-ov
novy par: Mladen --> Mladenov	 pravidlo: N- --> N-ov
novy par: Most --> Mostov	 pravidlo: N- --> N-ov
novy par: Nijaz --> Nijazov	 pravidlo: N- --> N-ov
novy par: Nikol --> Nikolov	 pravidlo: N- --> N-ov
novy par: Oldřich --> Oldřichov	 pravidlo: N- --> N-ov
novy par: Ondřej --> Ondřejov	 pravidlo: N- --> N-ov
novy par: Ostaš --> Ostašov	 pravidlo: N- --> N-ov
novy par: Pán --> Pánov	 pravidlo: N- --> N-ov
novy par: Pavlík --> Pavlíkov	 pravidlo: N- --> N-ov
novy par: Páv --> Pávov	 pravidlo: N- --> N-ov
novy par: Petr --> Petrov	 pravidlo: N- --> N-ov
novy par: Petr --> Petrov	 pravidlo: N- --> N-ov
novy par: Petr --> Petrov	 pravidlo: N- --> N-ov
novy par: Petr --> Petrov	 pravidlo: N- --> N-ov
novy par: Petřík --> Petříkov	 pravidlo: N- --> N-ov
novy par: Pimen --> Pimenov	 pravidlo: N- --> N-ov
novy par: Platon --> Platonov	 pravidlo: N- --> N-ov
novy par: Prokop --> Prokopov	 pravidlo: N- --> N-ov
novy par: Raděj --> Radějov	 pravidlo: N- --> N-ov
novy par: Rank --> Rankov	 pravidlo: N- --> N-ov
novy par: Raš --> Rašov	 pravidlo: N- --> N-ov
novy par: Rohan --> Rohanov	 pravidlo: N- --> N-ov
novy par: Roman --> Romanov	 pravidlo: N- --> N-ov
novy par: Ron --> Ronov	 pravidlo: N- --> N-ov
novy par: Rubin --> Rubinov	 pravidlo: N- --> N-ov
novy par: Rudolf --> Rudolfov	 pravidlo: N- --> N-ov
novy par: Ruprecht --> Ruprechtov	 pravidlo: N- --> N-ov
novy par: Rusk --> Ruskov	 pravidlo: N- --> N-ov
novy par: Rus --> Rusov	 pravidlo: N- --> N-ov
novy par: Řím --> Římov	 pravidlo: N- --> N-ov
novy par: Semjon --> Semjonov	 pravidlo: N- --> N-ov
novy par: Simon --> Simonov	 pravidlo: N- --> N-ov
novy par: Smrž --> Smržov	 pravidlo: N- --> N-ov
novy par: Sokol --> Sokolov	 pravidlo: N- --> N-ov
novy par: Sokol --> Sokolov	 pravidlo: N- --> N-ov
novy par: Sokol --> Sokolov	 pravidlo: N- --> N-ov
novy par: Solomon --> Solomonov	 pravidlo: N- --> N-ov
novy par: Stalin --> Stalinov	 pravidlo: N- --> N-ov
novy par: Staš --> Stašov	 pravidlo: N- --> N-ov
novy par: Stojan --> Stojanov	 pravidlo: N- --> N-ov
novy par: Šan --> Šanov	 pravidlo: N- --> N-ov
novy par: Štěpán --> Štěpánov	 pravidlo: N- --> N-ov
novy par: Taras --> Tarasov	 pravidlo: N- --> N-ov
novy par: Tarn --> Tarnov	 pravidlo: N- --> N-ov
novy par: Tarn --> Tarnov	 pravidlo: N- --> N-ov
novy par: Teng --> Tengov	 pravidlo: N- --> N-ov
novy par: Tichon --> Tichonov	 pravidlo: N- --> N-ov
novy par: Timon --> Timonov	 pravidlo: N- --> N-ov
novy par: Tit --> Titov	 pravidlo: N- --> N-ov
novy par: Todor --> Todorov	 pravidlo: N- --> N-ov
novy par: Todor --> Todorov	 pravidlo: N- --> N-ov
novy par: Tomáš --> Tomášov	 pravidlo: N- --> N-ov
novy par: Tom --> Tomov	 pravidlo: N- --> N-ov
novy par: Treťjak --> Treťjakov	 pravidlo: N- --> N-ov
novy par: Trofim --> Trofimov	 pravidlo: N- --> N-ov
novy par: Val --> Valov	 pravidlo: N- --> N-ov
novy par: Vilém --> Vilémov	 pravidlo: N- --> N-ov
novy par: Vladimir --> Vladimirov	 pravidlo: N- --> N-ov
novy par: Vlk --> Vlkov	 pravidlo: N- --> N-ov
novy par: Xaver --> Xaverov	 pravidlo: N- --> N-ov
novy par: Zachar --> Zacharov	 pravidlo: N- --> N-ov
novy par: Zach --> Zachov	 pravidlo: N- --> N-ov
novy par: zapadák --> zapadákov	 pravidlo: N- --> N-ov
novy par: Zdík --> Zdíkov	 pravidlo: N- --> N-ov
novy par: Zip --> Zipov	 pravidlo: N- --> N-ov
novy par: Zorin --> Zorinov	 pravidlo: N- --> N-ov
novy par: žal --> žalov	 pravidlo: N- --> N-ov
novy par: Abbot --> Abbotová	 pravidlo: N- --> N-ová
novy par: Abbott --> Abbottová	 pravidlo: N- --> N-ová
novy par: Abrahám --> Abrahámová	 pravidlo: N- --> N-ová
novy par: Abrams --> Abramsová	 pravidlo: N- --> N-ová
novy par: Absolon --> Absolonová	 pravidlo: N- --> N-ová
novy par: Ackerman --> Ackermanová	 pravidlo: N- --> N-ová
novy par: Ackermann --> Ackermannová	 pravidlo: N- --> N-ová
novy par: Adam --> Adamová	 pravidlo: N- --> N-ová
novy par: Adamčík --> Adamčíková	 pravidlo: N- --> N-ová
novy par: Adams --> Adamsová	 pravidlo: N- --> N-ová
novy par: Adamson --> Adamsonová	 pravidlo: N- --> N-ová
novy par: Addams --> Addamsová	 pravidlo: N- --> N-ová
novy par: Adelman --> Adelmanová	 pravidlo: N- --> N-ová
novy par: Adler --> Adlerová	 pravidlo: N- --> N-ová
novy par: Afanasjev --> Afanasjevová	 pravidlo: N- --> N-ová
novy par: Ahmed --> Ahmedová	 pravidlo: N- --> N-ová
novy par: Albert --> Albertová	 pravidlo: N- --> N-ová
novy par: Albrecht --> Albrechtová	 pravidlo: N- --> N-ová
novy par: Albright --> Albrightová	 pravidlo: N- --> N-ová
novy par: Alex --> Alexová	 pravidlo: N- --> N-ová
novy par: Alexander --> Alexanderová	 pravidlo: N- --> N-ová
novy par: Alexandr --> Alexandrová	 pravidlo: N- --> N-ová
novy par: Alexejev --> Alexejevová	 pravidlo: N- --> N-ová
novy par: Allan --> Allanová	 pravidlo: N- --> N-ová
novy par: Allen --> Allenová	 pravidlo: N- --> N-ová
novy par: Allenby --> Allenbyová	 pravidlo: N- --> N-ová
novy par: Altman --> Altmanová	 pravidlo: N- --> N-ová
novy par: Ambros --> Ambrosová	 pravidlo: N- --> N-ová
novy par: Ames --> Amesová	 pravidlo: N- --> N-ová
novy par: Anděla --> Andělová	 pravidlo: N-a --> N-ová
novy par: Ander --> Anderová	 pravidlo: N- --> N-ová
novy par: Anders --> Andersová	 pravidlo: N- --> N-ová
novy par: Andersen --> Andersenová	 pravidlo: N- --> N-ová
novy par: Anderson --> Andersonová	 pravidlo: N- --> N-ová
novy par: Andersson --> Anderssonová	 pravidlo: N- --> N-ová
novy par: Andrejev --> Andrejevová	 pravidlo: N- --> N-ová
novy par: Andres --> Andresová	 pravidlo: N- --> N-ová
novy par: Andrews --> Andrewsová	 pravidlo: N- --> N-ová
novy par: Angel --> Angelová	 pravidlo: N- --> N-ová
novy par: Anselm --> Anselmová	 pravidlo: N- --> N-ová
novy par: Anthony --> Anthonyová	 pravidlo: N- --> N-ová
novy par: Antipov --> Antipovová	 pravidlo: N- --> N-ová
novy par: Antl --> Antlová	 pravidlo: N- --> N-ová
novy par: Antonín --> Antonínová	 pravidlo: N- --> N-ová
novy par: Antonov --> Antonovová	 pravidlo: N- --> N-ová
novy par: Antoš --> Antošová	 pravidlo: N- --> N-ová
novy par: Apgar --> Apgarová	 pravidlo: N- --> N-ová
novy par: Arad --> Aradová	 pravidlo: N- --> N-ová
novy par: Arendt --> Arendtová	 pravidlo: N- --> N-ová
novy par: Arens --> Arensová	 pravidlo: N- --> N-ová
novy par: Archer --> Archerová	 pravidlo: N- --> N-ová
novy par: Armstrong --> Armstrongová	 pravidlo: N- --> N-ová
novy par: Arnold --> Arnoldová	 pravidlo: N- --> N-ová
novy par: Ash --> Ashová	 pravidlo: N- --> N-ová
novy par: Ashby --> Ashbyová	 pravidlo: N- --> N-ová
novy par: Ashford --> Ashfordová	 pravidlo: N- --> N-ová
novy par: Astor --> Astorová	 pravidlo: N- --> N-ová
novy par: Atkins --> Atkinsová	 pravidlo: N- --> N-ová
novy par: Atreid --> Atreidová	 pravidlo: N- --> N-ová
novy par: Atwood --> Atwoodová	 pravidlo: N- --> N-ová
novy par: Auda --> Audová	 pravidlo: N-a --> N-ová
novy par: August --> Augustová	 pravidlo: N- --> N-ová
novy par: Augustin --> Augustinová	 pravidlo: N- --> N-ová
novy par: Austen --> Austenová	 pravidlo: N- --> N-ová
novy par: Austin --> Austinová	 pravidlo: N- --> N-ová
novy par: Avery --> Averyová	 pravidlo: N- --> N-ová
novy par: Avril --> Avrilová	 pravidlo: N- --> N-ová
novy par: Baar --> Baarová	 pravidlo: N- --> N-ová
novy par: Babjak --> Babjaková	 pravidlo: N- --> N-ová
