scenario: Load file=fulltest.tsv CS::ExtractCandidatesForUnexploitedRules
novy par: candid --> candida	 pravidlo: A- --> A-a
novy par: parašutista --> parašutismus	 pravidlo: N-ta --> N-mus
novy par: paternalista --> paternalismus	 pravidlo: N-ta --> N-mus
novy par: perfekcionista --> perfekcionismus	 pravidlo: N-ta --> N-mus
novy par: personalista --> personalismus	 pravidlo: N-ta --> N-mus
novy par: pesimista --> pesimismus	 pravidlo: N-ta --> N-mus
novy par: pluralista --> pluralismus	 pravidlo: N-ta --> N-mus
novy par: polyteista --> polyteismus	 pravidlo: N-ta --> N-mus
novy par: populista --> populismus	 pravidlo: N-ta --> N-mus
novy par: postmodernista --> postmodernismus	 pravidlo: N-ta --> N-mus
novy par: pozitivista --> pozitivismus	 pravidlo: N-ta --> N-mus
novy par: protekcionista --> protekcionismus	 pravidlo: N-ta --> N-mus
novy par: purista --> purismus	 pravidlo: N-ta --> N-mus
novy par: racionalista --> racionalismus	 pravidlo: N-ta --> N-mus
novy par: rasista --> rasismus	 pravidlo: N-ta --> N-mus
novy par: realista --> realismus	 pravidlo: N-ta --> N-mus
novy par: reformista --> reformismus	 pravidlo: N-ta --> N-mus
novy par: relativista --> relativismus	 pravidlo: N-ta --> N-mus
novy par: revizionista --> revizionismus	 pravidlo: N-ta --> N-mus
novy par: sadista --> sadismus	 pravidlo: N-ta --> N-mus
novy par: sentimentalista --> sentimentalismus	 pravidlo: N-ta --> N-mus
novy par: separatista --> separatismus	 pravidlo: N-ta --> N-mus
novy par: sionista --> sionismus	 pravidlo: N-ta --> N-mus
novy par: socialista --> socialismus	 pravidlo: N-ta --> N-mus
novy par: solipsista --> solipsismus	 pravidlo: N-ta --> N-mus
novy par: spiritista --> spiritismus	 pravidlo: N-ta --> N-mus
novy par: stalinista --> stalinismus	 pravidlo: N-ta --> N-mus
novy par: surrealista --> surrealismus	 pravidlo: N-ta --> N-mus
novy par: symbolista --> symbolismus	 pravidlo: N-ta --> N-mus
novy par: šovinista --> šovinismus	 pravidlo: N-ta --> N-mus
novy par: taoista --> taoismus	 pravidlo: N-ta --> N-mus
novy par: terorista --> terorismus	 pravidlo: N-ta --> N-mus
novy par: turista --> turismus	 pravidlo: N-ta --> N-mus
novy par: univerzalista --> univerzalismus	 pravidlo: N-ta --> N-mus
novy par: urbanista --> urbanismus	 pravidlo: N-ta --> N-mus
novy par: utilitarista --> utilitarismus	 pravidlo: N-ta --> N-mus
novy par: utopista --> utopismus	 pravidlo: N-ta --> N-mus
novy par: utrakvista --> utrakvismus	 pravidlo: N-ta --> N-mus
novy par: žurnalista --> žurnalismus	 pravidlo: N-ta --> N-mus
novy par: grafit --> grafička	 pravidlo: N-t --> N-čka
novy par: kadet --> kadečka	 pravidlo: N-t --> N-čka
novy par: kat --> kačka	 pravidlo: N-t --> N-čka
novy par: kuřat --> kuřačka	 pravidlo: N-t --> N-čka
novy par: Kut --> Kučka	 pravidlo: N-t --> N-čka
novy par: mat --> mačka	 pravidlo: N-t --> N-čka
novy par: perlit --> perlička	 pravidlo: N-t --> N-čka
novy par: pit --> pička	 pravidlo: N-t --> N-čka
novy par: plat --> plačka	 pravidlo: N-t --> N-čka
novy par: plnit --> plnička	 pravidlo: N-t --> N-čka
novy par: set --> sečka	 pravidlo: N-t --> N-čka
novy par: skot --> skočka	 pravidlo: N-t --> N-čka
novy par: sumit --> sumička	 pravidlo: N-t --> N-čka
novy par: vat --> vačka	 pravidlo: N-t --> N-čka
novy par: vet --> večka	 pravidlo: N-t --> N-čka
novy par: vlet --> vlečka	 pravidlo: N-t --> N-čka
novy par: bit --> bidlo	 pravidlo: N-t --> N-dlo
novy par: byt --> bydlo	 pravidlo: N-t --> N-dlo
novy par: mat --> madlo	 pravidlo: N-t --> N-dlo
novy par: plnit --> plnidlo	 pravidlo: N-t --> N-dlo
novy par: set --> sedlo	 pravidlo: N-t --> N-dlo
novy par: trt --> trdlo	 pravidlo: N-t --> N-dlo
novy par: Holý --> Holec	 pravidlo: N-ý --> N-ec
novy par: Balý --> Balka	 pravidlo: N-ý --> N-ka
novy par: svatý --> svatka	 pravidlo: N-ý --> N-ka
novy par: Zelený --> Zelenka	 pravidlo: N-ý --> N-ka
novy par: známý --> známka	 pravidlo: N-ý --> N-ka
novy par: obrat --> obratový	 pravidlo: V- --> A-ový
novy par: prorůst --> prorůstový	 pravidlo: V- --> A-ový
novy par: sít --> sítový	 pravidlo: V- --> A-ový
novy par: viz --> vizový	 pravidlo: V- --> A-ový
novy par: vzrůst --> vzrůstový	 pravidlo: V- --> A-ový
novy par: bacat --> bacit	 pravidlo: V-at --> V-it
novy par: bělat --> bělit	 pravidlo: V-at --> V-it
novy par: černat --> černit	 pravidlo: V-at --> V-it
novy par: červenat --> červenit	 pravidlo: V-at --> V-it
novy par: dávat --> dávit	 pravidlo: V-at --> V-it
novy par: dělat --> dělit	 pravidlo: V-at --> V-it
novy par: dodělat --> dodělit	 pravidlo: V-at --> V-it
novy par: dokoupat --> dokoupit	 pravidlo: V-at --> V-it
novy par: doplavat --> doplavit	 pravidlo: V-at --> V-it
novy par: dostoupat --> dostoupit	 pravidlo: V-at --> V-it
novy par: dovolat --> dovolit	 pravidlo: V-at --> V-it
novy par: dusat --> dusit	 pravidlo: V-at --> V-it
novy par: hlásat --> hlásit	 pravidlo: V-at --> V-it
novy par: hloubat --> hloubit	 pravidlo: V-at --> V-it
novy par: chytat --> chytit	 pravidlo: V-at --> V-it
novy par: koupat --> koupit	 pravidlo: V-at --> V-it
novy par: kutat --> kutit	 pravidlo: V-at --> V-it
novy par: lapat --> lapit	 pravidlo: V-at --> V-it
novy par: líbat --> líbit	 pravidlo: V-at --> V-it
novy par: loudat --> loudit	 pravidlo: V-at --> V-it
novy par: loupat --> loupit	 pravidlo: V-at --> V-it
novy par: nadělat --> nadělit	 pravidlo: V-at --> V-it
novy par: nakoupat --> nakoupit	 pravidlo: V-at --> V-it
novy par: naplavat --> naplavit	 pravidlo: V-at --> V-it
novy par: navrtat --> navrtit	 pravidlo: V-at --> V-it
novy par: oddělat --> oddělit	 pravidlo: V-at --> V-it
novy par: odchytat --> odchytit	 pravidlo: V-at --> V-it
novy par: odloudat --> odloudit	 pravidlo: V-at --> V-it
novy par: odplavat --> odplavit	 pravidlo: V-at --> V-it
novy par: odvolat --> odvolit	 pravidlo: V-at --> V-it
novy par: oloupat --> oloupit	 pravidlo: V-at --> V-it
novy par: pálat --> pálit	 pravidlo: V-at --> V-it
novy par: plavat --> plavit	 pravidlo: V-at --> V-it
novy par: podělat --> podělit	 pravidlo: V-at --> V-it
novy par: pochytat --> pochytit	 pravidlo: V-at --> V-it
novy par: pokovat --> pokovit	 pravidlo: V-at --> V-it
novy par: posílat --> posílit	 pravidlo: V-at --> V-it
novy par: povadat --> povadit	 pravidlo: V-at --> V-it
novy par: povolat --> povolit	 pravidlo: V-at --> V-it
novy par: proplavat --> proplavit	 pravidlo: V-at --> V-it
novy par: prosvětlat --> prosvětlit	 pravidlo: V-at --> V-it
novy par: prosvítat --> prosvítit	 pravidlo: V-at --> V-it
novy par: předělat --> předělit	 pravidlo: V-at --> V-it
novy par: předvolat --> předvolit	 pravidlo: V-at --> V-it
novy par: přeplavat --> přeplavit	 pravidlo: V-at --> V-it
novy par: přidělat --> přidělit	 pravidlo: V-at --> V-it
novy par: přidusat --> přidusit	 pravidlo: V-at --> V-it
novy par: připlavat --> připlavit	 pravidlo: V-at --> V-it
novy par: přivolat --> přivolit	 pravidlo: V-at --> V-it
novy par: roubat --> roubit	 pravidlo: V-at --> V-it
novy par: rozdělat --> rozdělit	 pravidlo: V-at --> V-it
novy par: roztřepat --> roztřepit	 pravidlo: V-at --> V-it
novy par: sdělat --> sdělit	 pravidlo: V-at --> V-it
novy par: sestoupat --> sestoupit	 pravidlo: V-at --> V-it
novy par: seškrtat --> seškrtit	 pravidlo: V-at --> V-it
novy par: slíbat --> slíbit	 pravidlo: V-at --> V-it
novy par: stanovat --> stanovit	 pravidlo: V-at --> V-it
novy par: stínat --> stínit	 pravidlo: V-at --> V-it
novy par: stoupat --> stoupit	 pravidlo: V-at --> V-it
novy par: světlat --> světlit	 pravidlo: V-at --> V-it
novy par: svítat --> svítit	 pravidlo: V-at --> V-it
novy par: svolat --> svolit	 pravidlo: V-at --> V-it
novy par: škrtat --> škrtit	 pravidlo: V-at --> V-it
novy par: těsnat --> těsnit	 pravidlo: V-at --> V-it
novy par: třepat --> třepit	 pravidlo: V-at --> V-it
novy par: tupat --> tupit	 pravidlo: V-at --> V-it
novy par: udat --> udit	 pravidlo: V-at --> V-it
novy par: udávat --> udávit	 pravidlo: V-at --> V-it
novy par: udělat --> udělit	 pravidlo: V-at --> V-it
novy par: udusat --> udusit	 pravidlo: V-at --> V-it
novy par: uplavat --> uplavit	 pravidlo: V-at --> V-it
novy par: vloudat --> vloudit	 pravidlo: V-at --> V-it
novy par: volat --> volit	 pravidlo: V-at --> V-it
novy par: vstoupat --> vstoupit	 pravidlo: V-at --> V-it
novy par: vydávat --> vydávit	 pravidlo: V-at --> V-it
novy par: vydělat --> vydělit	 pravidlo: V-at --> V-it
novy par: vydusat --> vydusit	 pravidlo: V-at --> V-it
novy par: vychladat --> vychladit	 pravidlo: V-at --> V-it
novy par: vykoupat --> vykoupit	 pravidlo: V-at --> V-it
novy par: vyloudat --> vyloudit	 pravidlo: V-at --> V-it
novy par: vyloupat --> vyloupit	 pravidlo: V-at --> V-it
novy par: vypálat --> vypálit	 pravidlo: V-at --> V-it
novy par: vyplavat --> vyplavit	 pravidlo: V-at --> V-it
novy par: vysílat --> vysílit	 pravidlo: V-at --> V-it
novy par: vystoupat --> vystoupit	 pravidlo: V-at --> V-it
novy par: vysvětlat --> vysvětlit	 pravidlo: V-at --> V-it
novy par: vytřepat --> vytřepit	 pravidlo: V-at --> V-it
novy par: vyvolat --> vyvolit	 pravidlo: V-at --> V-it
novy par: začernat --> začernit	 pravidlo: V-at --> V-it
novy par: začervenat --> začervenit	 pravidlo: V-at --> V-it
novy par: zadávat --> zadávit	 pravidlo: V-at --> V-it
novy par: zadusat --> zadusit	 pravidlo: V-at --> V-it
novy par: zahloubat --> zahloubit	 pravidlo: V-at --> V-it
novy par: zachytat --> zachytit	 pravidlo: V-at --> V-it
novy par: zaklínat --> zaklínit	 pravidlo: V-at --> V-it
novy par: zaplavat --> zaplavit	 pravidlo: V-at --> V-it
novy par: zaškrtat --> zaškrtit	 pravidlo: V-at --> V-it
novy par: zateplat --> zateplit	 pravidlo: V-at --> V-it
novy par: zavolat --> zavolit	 pravidlo: V-at --> V-it
novy par: zavrtat --> zavrtit	 pravidlo: V-at --> V-it
novy par: zazelenat --> zazelenit	 pravidlo: V-at --> V-it
novy par: zbělat --> zbělit	 pravidlo: V-at --> V-it
novy par: zdusat --> zdusit	 pravidlo: V-at --> V-it
novy par: zelenat --> zelenit	 pravidlo: V-at --> V-it
novy par: zesvětlat --> zesvětlit	 pravidlo: V-at --> V-it
novy par: zchytat --> zchytit	 pravidlo: V-at --> V-it
novy par: zkopat --> zkopit	 pravidlo: V-at --> V-it
novy par: zlíbat --> zlíbit	 pravidlo: V-at --> V-it
novy par: zvolat --> zvolit	 pravidlo: V-at --> V-it
novy par: želat --> želit	 pravidlo: V-at --> V-it
novy par: blyštit --> blyštět	 pravidlo: V-it --> V-ět
novy par: červenit --> červenět	 pravidlo: V-it --> V-ět
novy par: dostavit --> dostavět	 pravidlo: V-it --> V-ět
novy par: hanit --> hanět	 pravidlo: V-it --> V-ět
novy par: hutnit --> hutnět	 pravidlo: V-it --> V-ět
novy par: chraptit --> chraptět	 pravidlo: V-it --> V-ět
novy par: chybit --> chybět	 pravidlo: V-it --> V-ět
novy par: jasnit --> jasnět	 pravidlo: V-it --> V-ět
novy par: kapalnit --> kapalnět	 pravidlo: V-it --> V-ět
novy par: klidnit --> klidnět	 pravidlo: V-it --> V-ět
novy par: lačnit --> lačnět	 pravidlo: V-it --> V-ět
novy par: nadstavit --> nadstavět	 pravidlo: V-it --> V-ět
novy par: nastavit --> nastavět	 pravidlo: V-it --> V-ět
novy par: ošklivit --> ošklivět	 pravidlo: V-it --> V-ět
novy par: otěhotnit --> otěhotnět	 pravidlo: V-it --> V-ět
novy par: otupit --> otupět	 pravidlo: V-it --> V-ět
novy par: ovdovit --> ovdovět	 pravidlo: V-it --> V-ět
novy par: ozdravit --> ozdravět	 pravidlo: V-it --> V-ět
novy par: pohanit --> pohanět	 pravidlo: V-it --> V-ět
novy par: potemnit --> potemnět	 pravidlo: V-it --> V-ět
novy par: potrpit --> potrpět	 pravidlo: V-it --> V-ět
novy par: praštit --> praštět	 pravidlo: V-it --> V-ět
novy par: proděravit --> proděravět	 pravidlo: V-it --> V-ět
novy par: přestavit --> přestavět	 pravidlo: V-it --> V-ět
novy par: přistavit --> přistavět	 pravidlo: V-it --> V-ět
novy par: rozesmutnit --> rozesmutnět	 pravidlo: V-it --> V-ět
novy par: rozestavit --> rozestavět	 pravidlo: V-it --> V-ět
novy par: rozkošatit --> rozkošatět	 pravidlo: V-it --> V-ět
novy par: smutnit --> smutnět	 pravidlo: V-it --> V-ět
novy par: stavit --> stavět	 pravidlo: V-it --> V-ět
novy par: svědit --> svědět	 pravidlo: V-it --> V-ět
novy par: svraštit --> svraštět	 pravidlo: V-it --> V-ět
novy par: svrbit --> svrbět	 pravidlo: V-it --> V-ět
novy par: škaredit --> škaredět	 pravidlo: V-it --> V-ět
novy par: temnit --> temnět	 pravidlo: V-it --> V-ět
novy par: tupit --> tupět	 pravidlo: V-it --> V-ět
novy par: uzdravit --> uzdravět	 pravidlo: V-it --> V-ět
novy par: vestavit --> vestavět	 pravidlo: V-it --> V-ět
novy par: vrásnit --> vrásnět	 pravidlo: V-it --> V-ět
novy par: vyhladovit --> vyhladovět	 pravidlo: V-it --> V-ět
novy par: vyhovit --> vyhovět	 pravidlo: V-it --> V-ět
novy par: vyplavit --> vyplavět	 pravidlo: V-it --> V-ět
novy par: vystavit --> vystavět	 pravidlo: V-it --> V-ět
novy par: vyzdravit --> vyzdravět	 pravidlo: V-it --> V-ět
novy par: zachroptit --> zachroptět	 pravidlo: V-it --> V-ět
novy par: zastavit --> zastavět	 pravidlo: V-it --> V-ět
novy par: zaškaredit --> zaškaredět	 pravidlo: V-it --> V-ět
novy par: zašpičatit --> zašpičatět	 pravidlo: V-it --> V-ět
novy par: zašustit --> zašustět	 pravidlo: V-it --> V-ět
novy par: zatemnit --> zatemnět	 pravidlo: V-it --> V-ět
novy par: zavrtit --> zavrtět	 pravidlo: V-it --> V-ět
novy par: zdomácnit --> zdomácnět	 pravidlo: V-it --> V-ět
novy par: zdravit --> zdravět	 pravidlo: V-it --> V-ět
novy par: zdrsnit --> zdrsnět	 pravidlo: V-it --> V-ět
novy par: zdůvěrnit --> zdůvěrnět	 pravidlo: V-it --> V-ět
novy par: zelenit --> zelenět	 pravidlo: V-it --> V-ět
novy par: zesmutnit --> zesmutnět	 pravidlo: V-it --> V-ět
novy par: zevšednit --> zevšednět	 pravidlo: V-it --> V-ět
novy par: zevšeobecnit --> zevšeobecnět	 pravidlo: V-it --> V-ět
novy par: zhmotnit --> zhmotnět	 pravidlo: V-it --> V-ět
novy par: zhutnit --> zhutnět	 pravidlo: V-it --> V-ět
novy par: zintenzívnit --> zintenzívnět	 pravidlo: V-it --> V-ět
novy par: zjasnit --> zjasnět	 pravidlo: V-it --> V-ět
novy par: zjemnit --> zjemnět	 pravidlo: V-it --> V-ět
novy par: zkamenit --> zkamenět	 pravidlo: V-it --> V-ět
novy par: zkapalnit --> zkapalnět	 pravidlo: V-it --> V-ět
novy par: zklidnit --> zklidnět	 pravidlo: V-it --> V-ět
novy par: zkrabatit --> zkrabatět	 pravidlo: V-it --> V-ět
novy par: zkrásnit --> zkrásnět	 pravidlo: V-it --> V-ět
novy par: zkrvavit --> zkrvavět	 pravidlo: V-it --> V-ět
novy par: zkřivit --> zkřivět	 pravidlo: V-it --> V-ět
novy par: zkvalitnit --> zkvalitnět	 pravidlo: V-it --> V-ět
novy par: zlevnit --> zlevnět	 pravidlo: V-it --> V-ět
novy par: zlhostejnit --> zlhostejnět	 pravidlo: V-it --> V-ět
novy par: zlidštit --> zlidštět	 pravidlo: V-it --> V-ět
novy par: zmalátnit --> zmalátnět	 pravidlo: V-it --> V-ět
novy par: zmalomyslnit --> zmalomyslnět	 pravidlo: V-it --> V-ět
novy par: zmarnit --> zmarnět	 pravidlo: V-it --> V-ět
novy par: zmatnit --> zmatnět	 pravidlo: V-it --> V-ět
novy par: zmírnit --> zmírnět	 pravidlo: V-it --> V-ět
novy par: zmocnit --> zmocnět	 pravidlo: V-it --> V-ět
novy par: zmohutnit --> zmohutnět	 pravidlo: V-it --> V-ět
novy par: zmrtvit --> zmrtvět	 pravidlo: V-it --> V-ět
novy par: znárodnit --> znárodnět	 pravidlo: V-it --> V-ět
novy par: znecitlivit --> znecitlivět	 pravidlo: V-it --> V-ět
novy par: znehybnit --> znehybnět	 pravidlo: V-it --> V-ět
novy par: znejistit --> znejistět	 pravidlo: V-it --> V-ět
novy par: zneklidnit --> zneklidnět	 pravidlo: V-it --> V-ět
novy par: znepříjemnit --> znepříjemnět	 pravidlo: V-it --> V-ět
novy par: znervóznit --> znervóznět	 pravidlo: V-it --> V-ět
novy par: zněžnit --> zněžnět	 pravidlo: V-it --> V-ět
novy par: zobecnit --> zobecnět	 pravidlo: V-it --> V-ět
novy par: zohavit --> zohavět	 pravidlo: V-it --> V-ět
novy par: zošklivit --> zošklivět	 pravidlo: V-it --> V-ět
novy par: zpevnit --> zpevnět	 pravidlo: V-it --> V-ět
novy par: zplanit --> zplanět	 pravidlo: V-it --> V-ět
novy par: zploštit --> zploštět	 pravidlo: V-it --> V-ět
novy par: zpochybnit --> zpochybnět	 pravidlo: V-it --> V-ět
novy par: zpopelnit --> zpopelnět	 pravidlo: V-it --> V-ět
novy par: zprotivit --> zprotivět	 pravidlo: V-it --> V-ět
novy par: zprůhlednit --> zprůhlednět	 pravidlo: V-it --> V-ět
novy par: zprůchodnit --> zprůchodnět	 pravidlo: V-it --> V-ět
novy par: zprůsvitnit --> zprůsvitnět	 pravidlo: V-it --> V-ět
novy par: zpružnit --> zpružnět	 pravidlo: V-it --> V-ět
novy par: zpřesnit --> zpřesnět	 pravidlo: V-it --> V-ět
novy par: zpříjemnit --> zpříjemnět	 pravidlo: V-it --> V-ět
novy par: zpřísnit --> zpřísnět	 pravidlo: V-it --> V-ět
novy par: zpřístupnit --> zpřístupnět	 pravidlo: V-it --> V-ět
novy par: zrezavit --> zrezavět	 pravidlo: V-it --> V-ět
novy par: zruměnit --> zruměnět	 pravidlo: V-it --> V-ět
novy par: ztemnit --> ztemnět	 pravidlo: V-it --> V-ět
novy par: ztmavit --> ztmavět	 pravidlo: V-it --> V-ět
novy par: ztučnit --> ztučnět	 pravidlo: V-it --> V-ět
novy par: ztupit --> ztupět	 pravidlo: V-it --> V-ět
novy par: zuhelnatit --> zuhelnatět	 pravidlo: V-it --> V-ět
novy par: zúrodnit --> zúrodnět	 pravidlo: V-it --> V-ět
novy par: zvážnit --> zvážnět	 pravidlo: V-it --> V-ět
novy par: zvěčnit --> zvěčnět	 pravidlo: V-it --> V-ět
novy par: zveřejnit --> zveřejnět	 pravidlo: V-it --> V-ět
novy par: zviditelnit --> zviditelnět	 pravidlo: V-it --> V-ět
novy par: zvláčnit --> zvláčnět	 pravidlo: V-it --> V-ět
novy par: zvýraznit --> zvýraznět	 pravidlo: V-it --> V-ět
novy par: žhavit --> žhavět	 pravidlo: V-it --> V-ět
novy par: bořit --> bořitel	 pravidlo: V- --> N-el
novy par: budit --> buditel	 pravidlo: V- --> N-el
novy par: budovat --> budovatel	 pravidlo: V- --> N-el
novy par: cestovat --> cestovatel	 pravidlo: V- --> N-el
novy par: cvičit --> cvičitel	 pravidlo: V- --> N-el
novy par: čekat --> čekatel	 pravidlo: V- --> N-el
novy par: dělit --> dělitel	 pravidlo: V- --> N-el
novy par: dopisovat --> dopisovatel	 pravidlo: V- --> N-el
novy par: doporučovat --> doporučovatel	 pravidlo: V- --> N-el
novy par: doručit --> doručitel	 pravidlo: V- --> N-el
novy par: doručovat --> doručovatel	 pravidlo: V- --> N-el
novy par: dovolat --> dovolatel	 pravidlo: V- --> N-el
novy par: dovršit --> dovršitel	 pravidlo: V- --> N-el
novy par: dražit --> dražitel	 pravidlo: V- --> N-el
novy par: falšovat --> falšovatel	 pravidlo: V- --> N-el
novy par: hanobit --> hanobitel	 pravidlo: V- --> N-el
novy par: hodnotit --> hodnotitel	 pravidlo: V- --> N-el
novy par: hostit --> hostitel	 pravidlo: V- --> N-el
novy par: hubit --> hubitel	 pravidlo: V- --> N-el
novy par: chovat --> chovatel	 pravidlo: V- --> N-el
novy par: jednat --> jednatel	 pravidlo: V- --> N-el
@	novy par: jet --> jetel	 pravidlo: V- --> N-el
novy par: jmenovat --> jmenovatel	 pravidlo: V- --> N-el
novy par: konat --> konatel	 pravidlo: V- --> N-el
novy par: krotit --> krotitel	 pravidlo: V- --> N-el
novy par: křísit --> křísitel	 pravidlo: V- --> N-el
novy par: léčit --> léčitel	 pravidlo: V- --> N-el
novy par: luštit --> luštitel	 pravidlo: V- --> N-el
novy par: množit --> množitel	 pravidlo: V- --> N-el
novy par: mocnit --> mocnitel	 pravidlo: V- --> N-el
novy par: mučit --> mučitel	 pravidlo: V- --> N-el
novy par: myslit --> myslitel	 pravidlo: V- --> N-el
novy par: najímat --> najímatel	 pravidlo: V- --> N-el
novy par: napodobit --> napodobitel	 pravidlo: V- --> N-el
novy par: napodobovat --> napodobovatel	 pravidlo: V- --> N-el
novy par: narušit --> narušitel	 pravidlo: V- --> N-el
novy par: narušovat --> narušovatel	 pravidlo: V- --> N-el
novy par: následovat --> následovatel	 pravidlo: V- --> N-el
novy par: násobit --> násobitel	 pravidlo: V- --> N-el
